,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
8/2/2017 10:00,50,8/2/2018 10:00,74,8/2/2019 10:00,63,8/1/2020 10:00,64,8/2/2021 10:00,28,8/2/2022 10:00,27.89101695,8/2/2021 10:00,15.48320216,40.30089471
8/2/2017 11:00,50,8/2/2018 11:00,67,8/2/2019 11:00,58,8/1/2020 11:00,60,8/2/2021 11:00,23,8/2/2022 11:00,28.56819229,8/2/2021 11:00,16.15875259,40.97644514
8/2/2017 12:00,50,8/2/2018 12:00,67,8/2/2019 12:00,54,8/1/2020 12:00,51,8/2/2021 12:00,22,8/2/2022 12:00,22.2922887,8/2/2021 12:00,9.882886886,34.70057943
8/2/2017 13:00,50,8/2/2018 13:00,65,8/2/2019 13:00,54,8/1/2020 13:00,38,8/2/2021 13:00,18,8/2/2022 13:00,22.32018762,8/2/2021 13:00,9.911702189,34.72939474
8/2/2017 14:00,50,8/2/2018 14:00,64,8/2/2019 14:00,47,8/1/2020 14:00,36,8/2/2021 14:00,17,8/2/2022 14:00,18.4609015,8/2/2021 14:00,6.052454696,30.87014724
8/2/2017 15:00,50,8/2/2018 15:00,64,8/2/2019 15:00,46,8/1/2020 15:00,37,8/2/2021 15:00,15,8/2/2022 15:00,18.98470846,8/2/2021 15:00,6.575265665,31.39295821
8/2/2017 16:00,50,8/2/2018 16:00,67,8/2/2019 16:00,42,8/1/2020 16:00,39,8/2/2021 16:00,17,8/2/2022 16:00,16.41220276,8/2/2021 16:00,4.003315863,28.82100841
8/2/2017 17:00,50,8/2/2018 17:00,66,8/2/2019 17:00,40,8/1/2020 17:00,42,8/2/2021 17:00,16,8/2/2022 17:00,16.706896,8/2/2021 17:00,4.29748128,29.11517383
8/2/2017 18:00,50,8/2/2018 18:00,79,8/2/2019 18:00,32,8/1/2020 18:00,43,8/2/2021 18:00,19,8/2/2022 18:00,15.11342672,8/2/2021 18:00,2.702346279,27.52003883
8/2/2017 19:00,50,8/2/2018 19:00,81,8/2/2019 19:00,40,8/1/2020 19:00,44,8/2/2021 19:00,21,8/2/2022 19:00,17.51535391,8/2/2021 19:00,5.108769467,29.92646202
8/2/2017 20:00,50,8/2/2018 20:00,92,8/2/2019 20:00,38,8/1/2020 20:00,45,8/2/2021 20:00,23,8/2/2022 20:00,19.48692015,8/2/2021 20:00,7.078463784,31.89615633
8/2/2017 21:00,50,8/2/2018 21:00,91,8/2/2019 21:00,40,8/1/2020 21:00,50,8/2/2021 21:00,25,8/2/2022 21:00,22.80004902,8/2/2021 21:00,10.39130344,35.20899599
8/2/2017 22:00,50,8/2/2018 22:00,95,8/2/2019 22:00,41,8/1/2020 22:00,57,8/2/2021 22:00,25,8/2/2022 22:00,24.53853147,8/2/2021 22:00,12.13081359,36.94850614
8/2/2017 23:00,50,8/2/2018 23:00,95,8/2/2019 23:00,52,8/1/2020 23:00,66,8/2/2021 23:00,26,8/2/2022 23:00,26.75840044,8/2/2021 23:00,14.34877104,39.16646359
8/3/2017 0:00,50,8/3/2018 0:00,99,8/3/2019 0:00,45,8/2/2020 0:00,67,8/3/2021 0:00,34,8/3/2022 0:00,26.14597071,8/3/2021 0:00,13.73658444,38.55427699
8/3/2017 1:00,50,8/3/2018 1:00,100,8/3/2019 1:00,59,8/2/2020 1:00,79,8/3/2021 1:00,40,8/3/2022 1:00,35.77316629,8/3/2021 1:00,23.36474753,48.18244008
8/3/2017 2:00,50,8/3/2018 2:00,100,8/3/2019 2:00,72,8/2/2020 2:00,72,8/3/2021 2:00,45,8/3/2022 2:00,41.76221974,8/3/2021 2:00,29.35403483,54.17172738
8/3/2017 3:00,50,8/3/2018 3:00,100,8/3/2019 3:00,70,8/2/2020 3:00,76,8/3/2021 3:00,51,8/3/2022 3:00,48.11892942,8/3/2021 3:00,35.70983491,60.52752746
8/3/2017 4:00,50,8/3/2018 4:00,100,8/3/2019 4:00,92,8/2/2020 4:00,84,8/3/2021 4:00,63,8/3/2022 4:00,53.31210425,8/3/2021 4:00,40.90358567,65.72127821
8/3/2017 5:00,50,8/3/2018 5:00,100,8/3/2019 5:00,62,8/2/2020 5:00,84,8/3/2021 5:00,70,8/3/2022 5:00,64.16655663,8/3/2021 5:00,51.75739136,76.57508391
8/3/2017 6:00,50,8/3/2018 6:00,100,8/3/2019 6:00,66,8/2/2020 6:00,71,8/3/2021 6:00,56,8/3/2022 6:00,70.66429692,8/3/2021 6:00,58.25323747,83.07093002
8/3/2017 7:00,50,8/3/2018 7:00,96,8/3/2019 7:00,60,8/2/2020 7:00,55,8/3/2021 7:00,49,8/3/2022 7:00,52.48873248,8/3/2021 7:00,40.08266123,64.90035377
8/3/2017 8:00,50,8/3/2018 8:00,79,8/3/2019 8:00,64,8/2/2020 8:00,40,8/3/2021 8:00,58,8/3/2022 8:00,45.02345445,8/3/2021 8:00,32.61558152,57.43327407
8/3/2017 9:00,50,8/3/2018 9:00,70,8/3/2019 9:00,70,8/2/2020 9:00,37,8/3/2021 9:00,47,8/3/2022 9:00,57.36776711,8/3/2021 9:00,44.95929016,69.77698271
8/3/2017 10:00,50,8/3/2018 10:00,66,8/3/2019 10:00,55,8/2/2020 10:00,34,8/3/2021 10:00,39,8/3/2022 10:00,45.72367029,8/3/2021 10:00,33.31564291,58.13333546
8/3/2017 11:00,50,8/3/2018 11:00,66,8/3/2019 11:00,58,8/2/2020 11:00,31,8/3/2021 11:00,33,8/3/2022 11:00,38.67516099,8/3/2021 11:00,26.2659794,51.08367195
8/3/2017 12:00,50,8/3/2018 12:00,62,8/3/2019 12:00,48,8/2/2020 12:00,28,8/3/2021 12:00,30,8/3/2022 12:00,30.69643143,8/3/2021 12:00,18.28743423,43.10512678
8/3/2017 13:00,50,8/3/2018 13:00,53,8/3/2019 13:00,43,8/2/2020 13:00,30,8/3/2021 13:00,23,8/3/2022 13:00,28.82961034,8/3/2021 13:00,16.4217704,41.23946294
8/3/2017 14:00,50,8/3/2018 14:00,52,8/3/2019 14:00,43,8/2/2020 14:00,28,8/3/2021 14:00,23,8/3/2022 14:00,22.44679759,8/3/2021 14:00,10.03859819,34.85629074
8/3/2017 15:00,50,8/3/2018 15:00,52,8/3/2019 15:00,44,8/2/2020 15:00,25,8/3/2021 15:00,24,8/3/2022 15:00,23.65784699,8/3/2021 15:00,11.24922979,36.06692234
8/3/2017 16:00,50,8/3/2018 16:00,58,8/3/2019 16:00,49,8/2/2020 16:00,50,8/3/2021 16:00,25,8/3/2022 16:00,23.80744476,8/3/2021 16:00,11.39936741,36.21705995
8/3/2017 17:00,50,8/3/2018 17:00,54,8/3/2019 17:00,64,8/2/2020 17:00,28,8/3/2021 17:00,27,8/3/2022 17:00,23.76743625,8/3/2021 17:00,11.3585375,36.17623005
8/3/2017 18:00,50,8/3/2018 18:00,55,8/3/2019 18:00,60,8/2/2020 18:00,34,8/3/2021 18:00,27,8/3/2022 18:00,30.20849077,8/3/2021 18:00,17.79565649,42.61334904
8/3/2017 19:00,50,8/3/2018 19:00,70,8/3/2019 19:00,70,8/2/2020 19:00,43,8/3/2021 19:00,30,8/3/2022 19:00,25.52544208,8/3/2021 19:00,13.11853147,37.93622402
8/3/2017 20:00,50,8/3/2018 20:00,71,8/3/2019 20:00,85,8/2/2020 20:00,42,8/3/2021 20:00,30,8/3/2022 20:00,25.47813288,8/3/2021 20:00,13.07087943,37.88857198
8/3/2017 21:00,50,8/3/2018 21:00,78,8/3/2019 21:00,94,8/2/2020 21:00,51,8/3/2021 21:00,35,8/3/2022 21:00,31.74111814,8/3/2021 21:00,19.3314077,44.14910025
8/3/2017 22:00,50,8/3/2018 22:00,83,8/3/2019 22:00,91,8/2/2020 22:00,55,8/3/2021 22:00,39,8/3/2022 22:00,35.92403986,8/3/2021 22:00,23.51573575,48.3334283
8/3/2017 23:00,50,8/3/2018 23:00,87,8/3/2019 23:00,93,8/2/2020 23:00,55,8/3/2021 23:00,38,8/3/2022 23:00,40.96605764,8/3/2021 23:00,28.55682756,53.37452011
8/4/2017 0:00,50,8/4/2018 0:00,87,8/4/2019 0:00,91,8/3/2020 0:00,57,8/4/2021 0:00,40,8/4/2022 0:00,38.75678518,8/4/2021 0:00,26.34678806,51.16448061
8/4/2017 1:00,50,8/4/2018 1:00,84,8/4/2019 1:00,94,8/3/2020 1:00,63,8/4/2021 1:00,43,8/4/2022 1:00,41.99273772,8/4/2021 1:00,29.5838116,54.40150415
8/4/2017 2:00,50,8/4/2018 2:00,90,8/4/2019 2:00,96,8/3/2020 2:00,73,8/4/2021 2:00,46,8/4/2022 2:00,44.24552113,8/4/2021 2:00,31.83707852,56.65477107
8/4/2017 3:00,50,8/4/2018 3:00,98,8/4/2019 3:00,87,8/3/2020 3:00,78,8/4/2021 3:00,43,8/4/2022 3:00,48.24156677,8/4/2021 3:00,35.83257727,60.65026982
8/4/2017 4:00,50,8/4/2018 4:00,96,8/4/2019 4:00,91,8/3/2020 4:00,78,8/4/2021 4:00,47,8/4/2022 4:00,45.18800033,8/4/2021 4:00,32.77842231,57.59611486
8/4/2017 5:00,50,8/4/2018 5:00,98,8/4/2019 5:00,93,8/3/2020 5:00,85,8/4/2021 5:00,51,8/4/2022 5:00,46.96368821,8/4/2021 5:00,34.55407873,59.37177127
8/4/2017 6:00,50,8/4/2018 6:00,83,8/4/2019 6:00,87,8/3/2020 6:00,73,8/4/2021 6:00,47,8/4/2022 6:00,51.19575716,8/4/2021 6:00,38.78519563,63.60288818
8/4/2017 7:00,50,8/4/2018 7:00,75,8/4/2019 7:00,72,8/3/2020 7:00,55,8/4/2021 7:00,45,8/4/2022 7:00,43.50170999,8/4/2021 7:00,31.09576194,55.91345449
8/4/2017 8:00,50,8/4/2018 8:00,69,8/4/2019 8:00,58,8/3/2020 8:00,47,8/4/2021 8:00,37,8/4/2022 8:00,42.3616257,8/4/2021 8:00,29.95270041,54.77039296
8/4/2017 9:00,50,8/4/2018 9:00,64,8/4/2019 9:00,47,8/3/2020 9:00,42,8/4/2021 9:00,32,8/4/2022 9:00,34.76450196,8/4/2021 9:00,22.35644758,47.17414012
8/4/2017 10:00,50,8/4/2018 10:00,62,8/4/2019 10:00,51,8/3/2020 10:00,36,8/4/2021 10:00,32,8/4/2022 10:00,29.71668664,8/4/2021 10:00,17.30934441,42.12703696
8/4/2017 11:00,50,8/4/2018 11:00,61,8/4/2019 11:00,47,8/3/2020 11:00,35,8/4/2021 11:00,28,8/4/2022 11:00,32.3238736,8/4/2021 11:00,19.91513696,44.7328295
8/4/2017 12:00,50,8/4/2018 12:00,60,8/4/2019 12:00,45,8/3/2020 12:00,34,8/4/2021 12:00,26,8/4/2022 12:00,27.34491475,8/4/2021 12:00,14.93529036,39.75298291
8/4/2017 13:00,50,8/4/2018 13:00,54,8/4/2019 13:00,43,8/3/2020 13:00,30,8/4/2021 13:00,21,8/4/2022 13:00,25.50965339,8/4/2021 13:00,13.1017564,37.91944895
8/4/2017 14:00,50,8/4/2018 14:00,41,8/4/2019 14:00,43,8/3/2020 14:00,29,8/4/2021 14:00,22,8/4/2022 14:00,21.11692006,8/4/2021 14:00,8.708412034,33.52610458
8/4/2017 15:00,50,8/4/2018 15:00,43,8/4/2019 15:00,42,8/3/2020 15:00,29,8/4/2021 15:00,24,8/4/2022 15:00,24.56846183,8/4/2021 15:00,12.15899863,36.97669118
8/4/2017 16:00,50,8/4/2018 16:00,43,8/4/2019 16:00,43,8/3/2020 16:00,30,8/4/2021 16:00,25,8/4/2022 16:00,25.62407262,8/4/2021 16:00,13.21485371,38.03254626
8/4/2017 17:00,50,8/4/2018 17:00,49,8/4/2019 17:00,43,8/3/2020 17:00,31,8/4/2021 17:00,26,8/4/2022 17:00,24.53439995,8/4/2021 17:00,12.1247905,36.94248304
8/4/2017 18:00,50,8/4/2018 18:00,57,8/4/2019 18:00,52,8/3/2020 18:00,38,8/4/2021 18:00,28,8/4/2022 18:00,26.71777658,8/4/2021 18:00,14.3068413,39.12453385
8/4/2017 19:00,50,8/4/2018 19:00,69,8/4/2019 19:00,56,8/3/2020 19:00,42,8/4/2021 19:00,32,8/4/2022 19:00,25.78565257,8/4/2021 19:00,13.37899778,38.19669033
8/4/2017 20:00,50,8/4/2018 20:00,67,8/4/2019 20:00,61,8/3/2020 20:00,54,8/4/2021 20:00,28,8/4/2022 20:00,31.28831105,8/4/2021 20:00,18.87885298,43.69654553
8/4/2017 21:00,50,8/4/2018 21:00,64,8/4/2019 21:00,63,8/3/2020 21:00,56,8/4/2021 21:00,30,8/4/2022 21:00,28.1568662,8/4/2021 21:00,15.7478499,40.56554245
8/4/2017 22:00,50,8/4/2018 22:00,65,8/4/2019 22:00,67,8/3/2020 22:00,59,8/4/2021 22:00,37,8/4/2022 22:00,29.0977581,8/4/2021 22:00,16.69004571,41.50773826
8/4/2017 23:00,50,8/4/2018 23:00,78,8/4/2019 23:00,75,8/3/2020 23:00,67,8/4/2021 23:00,38,8/4/2022 23:00,38.44068334,8/4/2021 23:00,26.03214107,50.84983362
8/5/2017 0:00,50,8/5/2018 0:00,82,8/5/2019 0:00,74,8/4/2020 0:00,63,8/5/2021 0:00,39,8/5/2022 0:00,38.73970301,8/5/2021 0:00,26.32995991,51.14765246
8/5/2017 1:00,50,8/5/2018 1:00,89,8/5/2019 1:00,78,8/4/2020 1:00,69,8/5/2021 1:00,39,8/5/2022 1:00,40.53045327,8/5/2021 1:00,28.12194907,52.93964162
8/5/2017 2:00,50,8/5/2018 2:00,90,8/5/2019 2:00,88,8/4/2020 2:00,70,8/5/2021 2:00,42,8/5/2022 2:00,40.00071479,8/5/2021 2:00,27.59214585,52.4098384
8/5/2017 3:00,50,8/5/2018 3:00,93,8/5/2019 3:00,78,8/4/2020 3:00,77,8/5/2021 3:00,41,8/5/2022 3:00,43.81155853,8/5/2021 3:00,31.4029882,56.22068075
8/5/2017 4:00,50,8/5/2018 4:00,97,8/5/2019 4:00,89,8/4/2020 4:00,76,8/5/2021 4:00,44,8/5/2022 4:00,43.32039901,8/5/2021 4:00,30.91081973,55.72851228
8/5/2017 5:00,50,8/5/2018 5:00,96,8/5/2019 5:00,93,8/4/2020 5:00,73,8/5/2021 5:00,51,8/5/2022 5:00,44.33512193,8/5/2021 5:00,31.92511123,56.74280377
8/5/2017 6:00,50,8/5/2018 6:00,92,8/5/2019 6:00,80,8/4/2020 6:00,64,8/5/2021 6:00,52,8/5/2022 6:00,50.83962304,8/5/2021 6:00,38.42967112,63.24736366
8/5/2017 7:00,50,8/5/2018 7:00,72,8/5/2019 7:00,68,8/4/2020 7:00,59,8/5/2021 7:00,46,8/5/2022 7:00,48.90353549,8/5/2021 7:00,36.49733059,61.31502314
8/5/2017 8:00,50,8/5/2018 8:00,67,8/5/2019 8:00,62,8/4/2020 8:00,44,8/5/2021 8:00,34,8/5/2022 8:00,43.96995719,8/5/2021 8:00,31.56095047,56.37864302
8/5/2017 9:00,50,8/5/2018 9:00,58,8/5/2019 9:00,55,8/4/2020 9:00,41,8/5/2021 9:00,29,8/5/2022 9:00,32.10829759,8/5/2021 9:00,19.69974824,44.51744079
8/5/2017 10:00,50,8/5/2018 10:00,54,8/5/2019 10:00,45,8/4/2020 10:00,35,8/5/2021 10:00,26,8/5/2022 10:00,26.18495537,8/5/2021 10:00,13.77733078,38.59502333
8/5/2017 11:00,50,8/5/2018 11:00,52,8/5/2019 11:00,41,8/4/2020 11:00,34,8/5/2021 11:00,22,8/5/2022 11:00,25.5221905,8/5/2021 11:00,13.11385408,37.93154663
8/5/2017 12:00,50,8/5/2018 12:00,50,8/5/2019 12:00,37,8/4/2020 12:00,32,8/5/2021 12:00,19,8/5/2022 12:00,21.41992505,8/5/2021 12:00,9.010223845,33.82791639
8/5/2017 13:00,50,8/5/2018 13:00,48,8/5/2019 13:00,34,8/4/2020 13:00,32,8/5/2021 13:00,27,8/5/2022 13:00,18.84757223,8/5/2021 13:00,6.439516433,31.25720898
8/5/2017 14:00,50,8/5/2018 14:00,38,8/5/2019 14:00,32,8/4/2020 14:00,31,8/5/2021 14:00,28,8/5/2022 14:00,27.82461005,8/5/2021 14:00,15.41628053,40.23397308
8/5/2017 15:00,50,8/5/2018 15:00,36,8/5/2019 15:00,34,8/4/2020 15:00,35,8/5/2021 15:00,33,8/5/2022 15:00,30.38981706,8/5/2021 15:00,17.98097398,42.79866653
8/5/2017 16:00,50,8/5/2018 16:00,39,8/5/2019 16:00,33,8/4/2020 16:00,39,8/5/2021 16:00,41,8/5/2022 16:00,35.22469931,8/5/2021 16:00,22.81553211,47.63322466
8/5/2017 17:00,50,8/5/2018 17:00,42,8/5/2019 17:00,31,8/4/2020 17:00,42,8/5/2021 17:00,43,8/5/2022 17:00,40.72508625,8/5/2021 17:00,28.3157575,53.13345005
8/5/2017 18:00,50,8/5/2018 18:00,52,8/5/2019 18:00,41,8/4/2020 18:00,46,8/5/2021 18:00,43,8/5/2022 18:00,43.14366442,8/5/2021 18:00,30.73349317,55.55118572
8/5/2017 19:00,50,8/5/2018 19:00,58,8/5/2019 19:00,52,8/4/2020 19:00,52,8/5/2021 19:00,45,8/5/2022 19:00,41.9190427,8/5/2021 19:00,29.51153281,54.32922536
8/5/2017 20:00,50,8/5/2018 20:00,67,8/5/2019 20:00,60,8/4/2020 20:00,57,8/5/2021 20:00,45,8/5/2022 20:00,44.69925414,8/5/2021 20:00,32.2899394,57.10763195
8/5/2017 21:00,50,8/5/2018 21:00,84,8/5/2019 21:00,73,8/4/2020 21:00,64,8/5/2021 21:00,49,8/5/2022 21:00,45.26427347,8/5/2021 21:00,32.85540796,57.6731005
8/5/2017 22:00,50,8/5/2018 22:00,84,8/5/2019 22:00,69,8/4/2020 22:00,62,8/5/2021 22:00,50,8/5/2022 22:00,49.15512991,8/5/2021 22:00,36.74663314,61.56432569
8/5/2017 23:00,50,8/5/2018 23:00,83,8/5/2019 23:00,75,8/4/2020 23:00,73,8/5/2021 23:00,48,8/5/2022 23:00,51.05920125,8/5/2021 23:00,38.65072713,63.46841968
8/6/2017 0:00,50,8/6/2018 0:00,84,8/6/2019 0:00,75,8/5/2020 0:00,77,8/6/2021 0:00,52,8/6/2022 0:00,48.57391381,8/6/2021 0:00,36.16406641,60.98175895
8/6/2017 1:00,50,8/6/2018 1:00,87,8/6/2019 1:00,72,8/5/2020 1:00,78,8/6/2021 1:00,53,8/6/2022 1:00,50.92584968,8/6/2021 1:00,38.51870217,63.33639471
8/6/2017 2:00,50,8/6/2018 2:00,94,8/6/2019 2:00,78,8/5/2020 2:00,77,8/6/2021 2:00,53,8/6/2022 2:00,54.2655283,8/6/2021 2:00,41.85684461,66.67453716
8/6/2017 3:00,50,8/6/2018 3:00,94,8/6/2019 3:00,87,8/5/2020 3:00,80,8/6/2021 3:00,60,8/6/2022 3:00,54.10812381,8/6/2021 3:00,41.69987206,66.51756461
8/6/2017 4:00,50,8/6/2018 4:00,94,8/6/2019 4:00,92,8/5/2020 4:00,83,8/6/2021 4:00,65,8/6/2022 4:00,61.46661741,8/6/2021 4:00,49.05782776,73.87552031
8/6/2017 5:00,50,8/6/2018 5:00,96,8/6/2019 5:00,91,8/5/2020 5:00,80,8/6/2021 5:00,69,8/6/2022 5:00,65.82991143,8/6/2021 5:00,53.41972249,78.23741504
8/6/2017 6:00,50,8/6/2018 6:00,79,8/6/2019 6:00,80,8/5/2020 6:00,74,8/6/2021 6:00,58,8/6/2022 6:00,69.389206,8/6/2021 6:00,56.97896394,81.79665649
8/6/2017 7:00,50,8/6/2018 7:00,71,8/6/2019 7:00,62,8/5/2020 7:00,92,8/6/2021 7:00,54,8/6/2022 7:00,54.68862407,8/6/2021 7:00,42.28166447,67.09935702
8/6/2017 8:00,50,8/6/2018 8:00,68,8/6/2019 8:00,57,8/5/2020 8:00,92,8/6/2021 8:00,49,8/6/2022 8:00,50.56365469,8/6/2021 8:00,38.15560732,62.97329986
8/6/2017 9:00,50,8/6/2018 9:00,56,8/6/2019 9:00,47,8/5/2020 9:00,86,8/6/2021 9:00,49,8/6/2022 9:00,46.99027623,8/6/2021 9:00,34.58209577,59.39978832
8/6/2017 10:00,50,8/6/2018 10:00,50,8/6/2019 10:00,41,8/5/2020 10:00,88,8/6/2021 10:00,41,8/6/2022 10:00,47.95292539,8/6/2021 10:00,35.54463053,60.36232308
8/6/2017 11:00,50,8/6/2018 11:00,53,8/6/2019 11:00,37,8/5/2020 11:00,95,8/6/2021 11:00,37,8/6/2022 11:00,40.87832334,8/6/2021 11:00,28.46987548,53.28756803
8/6/2017 12:00,50,8/6/2018 12:00,47,8/6/2019 12:00,31,8/5/2020 12:00,93,8/6/2021 12:00,36,8/6/2022 12:00,35.71996923,8/6/2021 12:00,23.31064941,48.12834196
8/6/2017 13:00,50,8/6/2018 13:00,43,8/6/2019 13:00,28,8/5/2020 13:00,94,8/6/2021 13:00,36,8/6/2022 13:00,36.0301317,8/6/2021 13:00,23.62163332,48.43932587
8/6/2017 14:00,50,8/6/2018 14:00,40,8/6/2019 14:00,27,8/5/2020 14:00,84,8/6/2021 14:00,40,8/6/2022 14:00,37.05131872,8/6/2021 14:00,24.64242471,49.46011726
8/6/2017 15:00,50,8/6/2018 15:00,36,8/6/2019 15:00,32,8/5/2020 15:00,74,8/6/2021 15:00,36,8/6/2022 15:00,40.84739576,8/6/2021 15:00,28.43913029,53.25682283
8/6/2017 16:00,50,8/6/2018 16:00,37,8/6/2019 16:00,30,8/5/2020 16:00,69,8/6/2021 16:00,33,8/6/2022 16:00,37.61304109,8/6/2021 16:00,25.20337883,50.02107138
8/6/2017 17:00,50,8/6/2018 17:00,42,8/6/2019 17:00,31,8/5/2020 17:00,70,8/6/2021 17:00,41,8/6/2022 17:00,32.67693467,8/6/2021 17:00,20.26652912,45.08422167
8/6/2017 18:00,50,8/6/2018 18:00,65,8/6/2019 18:00,39,8/5/2020 18:00,73,8/6/2021 18:00,46,8/6/2022 18:00,43.20365704,8/6/2021 18:00,30.79257229,55.61026484
8/6/2017 19:00,50,8/6/2018 19:00,65,8/6/2019 19:00,54,8/5/2020 19:00,79,8/6/2021 19:00,77,8/6/2022 19:00,44.60416019,8/6/2021 19:00,32.19684572,57.01453827
8/6/2017 20:00,50,8/6/2018 20:00,62,8/6/2019 20:00,55,8/5/2020 20:00,81,8/6/2021 20:00,73,8/6/2022 20:00,76.84595273,8/6/2021 20:00,64.43852597,89.25621851
8/6/2017 21:00,50,8/6/2018 21:00,67,8/6/2019 21:00,57,8/5/2020 21:00,85,8/6/2021 21:00,78,8/6/2022 21:00,73.15458167,8/6/2021 21:00,60.74634106,85.5640336
8/6/2017 22:00,50,8/6/2018 22:00,69,8/6/2019 22:00,58,8/5/2020 22:00,91,8/6/2021 22:00,81,8/6/2022 22:00,79.6024166,8/6/2021 22:00,67.19370371,92.01139625
8/6/2017 23:00,50,8/6/2018 23:00,71,8/6/2019 23:00,62,8/5/2020 23:00,90,8/6/2021 23:00,80,8/6/2022 23:00,82.21936812,8/6/2021 23:00,69.81135994,94.62905249
8/7/2017 0:00,50,8/7/2018 0:00,50,8/7/2019 0:00,72,8/6/2020 0:00,95,8/7/2021 0:00,85,8/7/2022 0:00,80.5111729,8/7/2021 0:00,68.10150618,92.91919873
8/7/2017 1:00,50,8/7/2018 1:00,84,8/7/2019 1:00,77,8/6/2020 1:00,93,8/7/2021 1:00,87,8/7/2022 1:00,85.91740292,8/7/2021 1:00,73.50907972,98.32677227
8/7/2017 2:00,50,8/7/2018 2:00,89,8/7/2019 2:00,76,8/6/2020 2:00,95,8/7/2021 2:00,88,8/7/2022 2:00,87.75745931,8/7/2021 2:00,75.34913603,100.1668286
8/7/2017 3:00,50,8/7/2018 3:00,93,8/7/2019 3:00,84,8/6/2020 3:00,99,8/7/2021 3:00,85,8/7/2022 3:00,91.2002353,8/7/2021 3:00,78.79075343,103.608446
8/7/2017 4:00,50,8/7/2018 4:00,93,8/7/2019 4:00,91,8/6/2020 4:00,96,8/7/2021 4:00,98,8/7/2022 4:00,88.19209932,8/7/2021 4:00,75.78168398,100.5993765
8/7/2017 5:00,50,8/7/2018 5:00,99,8/7/2019 5:00,92,8/6/2020 5:00,98,8/7/2021 5:00,100,8/7/2022 5:00,97.86956989,8/7/2021 5:00,85.45977365,110.2774662
8/7/2017 6:00,50,8/7/2018 6:00,89,8/7/2019 6:00,83,8/6/2020 6:00,100,8/7/2021 6:00,87,8/7/2022 6:00,99.02469122,8/7/2021 6:00,86.61568986,111.4333824
8/7/2017 7:00,50,8/7/2018 7:00,76,8/7/2019 7:00,67,8/6/2020 7:00,100,8/7/2021 7:00,68,8/7/2022 7:00,78.33418445,8/7/2021 7:00,65.9291994,90.74689195
8/7/2017 8:00,50,8/7/2018 8:00,67,8/7/2019 8:00,50,8/6/2020 8:00,100,8/7/2021 8:00,59,8/7/2022 8:00,64.72254871,8/7/2021 8:00,52.31370664,77.13139919
8/7/2017 9:00,50,8/7/2018 9:00,61,8/7/2019 9:00,43,8/6/2020 9:00,100,8/7/2021 9:00,50,8/7/2022 9:00,56.40316853,8/7/2021 9:00,43.99436015,68.81205269
8/7/2017 10:00,50,8/7/2018 10:00,58,8/7/2019 10:00,41,8/6/2020 10:00,100,8/7/2021 10:00,44,8/7/2022 10:00,47.55235592,8/7/2021 10:00,35.14418194,59.96187449
8/7/2017 11:00,50,8/7/2018 11:00,60,8/7/2019 11:00,42,8/6/2020 11:00,100,8/7/2021 11:00,36,8/7/2022 11:00,43.17310976,8/7/2021 11:00,30.7649479,55.58264045
8/7/2017 12:00,50,8/7/2018 12:00,50,8/7/2019 12:00,38,8/6/2020 12:00,100,8/7/2021 12:00,27,8/7/2022 12:00,34.25691185,8/7/2021 12:00,21.84732862,46.66502116
8/7/2017 13:00,50,8/7/2018 13:00,49,8/7/2019 13:00,31,8/6/2020 13:00,100,8/7/2021 13:00,27,8/7/2022 13:00,26.19369194,8/7/2021 13:00,13.78493784,38.60263039
8/7/2017 14:00,50,8/7/2018 14:00,43,8/7/2019 14:00,31,8/6/2020 14:00,100,8/7/2021 14:00,26,8/7/2022 14:00,27.57930472,8/7/2021 14:00,15.17021952,39.98791207
8/7/2017 15:00,50,8/7/2018 15:00,39,8/7/2019 15:00,32,8/6/2020 15:00,90,8/7/2021 15:00,25,8/7/2022 15:00,28.19921808,8/7/2021 15:00,15.79002454,40.60771709
8/7/2017 16:00,50,8/7/2018 16:00,41,8/7/2019 16:00,34,8/6/2020 16:00,89,8/7/2021 16:00,25,8/7/2022 16:00,24.84526283,8/7/2021 16:00,12.43645954,37.25415209
8/7/2017 17:00,50,8/7/2018 17:00,46,8/7/2019 17:00,36,8/6/2020 17:00,93,8/7/2021 17:00,27,8/7/2022 17:00,25.55605918,8/7/2021 17:00,13.14498865,37.9626812
8/7/2017 18:00,50,8/7/2018 18:00,55,8/7/2019 18:00,38,8/6/2020 18:00,94,8/7/2021 18:00,32,8/7/2022 18:00,29.0842964,8/7/2021 18:00,16.67338927,41.49108182
8/7/2017 19:00,50,8/7/2018 19:00,66,8/7/2019 19:00,41,8/6/2020 19:00,99,8/7/2021 19:00,45,8/7/2022 19:00,34.26991552,8/7/2021 19:00,21.8592172,46.67690975
8/7/2017 20:00,50,8/7/2018 20:00,73,8/7/2019 20:00,46,8/6/2020 20:00,100,8/7/2021 20:00,45,8/7/2022 20:00,44.13096571,8/7/2021 20:00,31.72297472,56.54066727
8/7/2017 21:00,50,8/7/2018 21:00,76,8/7/2019 21:00,49,8/6/2020 21:00,100,8/7/2021 21:00,43,8/7/2022 21:00,46.49133994,8/7/2021 21:00,34.08187596,58.89956851
