,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
12/21/2017 16:00,59.9,12/21/2018 16:00,50,12/21/2019 16:00,68,12/20/2020 16:00,99,12/21/2021 16:00,43,12/21/2022 16:00,35.10612787,12/21/2021 16:00,22.69653461,47.51422716
12/21/2017 17:00,64.4,12/21/2018 17:00,50,12/21/2019 17:00,65,12/20/2020 17:00,97,12/21/2021 17:00,50,12/21/2022 17:00,44.0945842,12/21/2021 17:00,31.68937653,56.50706908
12/21/2017 18:00,62.1,12/21/2018 18:00,50,12/21/2019 18:00,68,12/20/2020 18:00,99,12/21/2021 18:00,56,12/21/2022 18:00,52.09095708,12/21/2021 18:00,39.68340428,64.50109682
12/21/2017 19:00,60.2,12/21/2018 19:00,50,12/21/2019 19:00,69,12/20/2020 19:00,99,12/21/2021 19:00,65,12/21/2022 19:00,56.853035,12/21/2021 19:00,44.44402625,69.2617188
12/21/2017 20:00,73.4,12/21/2018 20:00,50,12/21/2019 20:00,69,12/20/2020 20:00,99,12/21/2021 20:00,69,12/21/2022 20:00,65.38411705,12/21/2021 20:00,52.97467905,77.7923716
12/21/2017 21:00,70.8,12/21/2018 21:00,50,12/21/2019 21:00,76,12/20/2020 21:00,100,12/21/2021 21:00,66,12/21/2022 21:00,73.03266562,12/21/2021 21:00,60.6214782,85.43917075
12/21/2017 22:00,68.2,12/21/2018 22:00,50,12/21/2019 22:00,79,12/20/2020 22:00,100,12/21/2021 22:00,54,12/21/2022 22:00,67.18649956,12/21/2021 22:00,54.77537061,79.59306316
12/21/2017 23:00,73.9,12/21/2018 23:00,50,12/21/2019 23:00,76,12/20/2020 23:00,100,12/21/2021 23:00,78,12/21/2022 23:00,52.49676304,12/21/2021 23:00,40.08645349,64.90414604
12/22/2017 0:00,70.1,12/22/2018 0:00,50,12/22/2019 0:00,69,12/21/2020 0:00,100,12/22/2021 0:00,73,12/22/2022 0:00,77.71578364,12/22/2021 0:00,65.30815376,90.12584631
12/22/2017 1:00,72.4,12/22/2018 1:00,50,12/22/2019 1:00,59,12/21/2020 1:00,100,12/22/2021 1:00,79,12/22/2022 1:00,73.07139943,12/22/2021 1:00,60.66319398,85.48088653
12/22/2017 2:00,77,12/22/2018 2:00,50,12/22/2019 2:00,58,12/21/2020 2:00,100,12/22/2021 2:00,87,12/22/2022 2:00,79.8621407,12/22/2021 2:00,67.45231948,92.27001203
12/22/2017 3:00,88.1,12/22/2018 3:00,50,12/22/2019 3:00,60,12/21/2020 3:00,100,12/22/2021 3:00,86,12/22/2022 3:00,88.81486598,12/22/2021 3:00,76.40653933,101.2242319
12/22/2017 4:00,74.7,12/22/2018 4:00,50,12/22/2019 4:00,66,12/21/2020 4:00,100,12/22/2021 4:00,89,12/22/2022 4:00,86.90499446,12/22/2021 4:00,74.49637926,99.31407181
12/22/2017 5:00,86.4,12/22/2018 5:00,50,12/22/2019 5:00,68,12/21/2020 5:00,100,12/22/2021 5:00,92,12/22/2022 5:00,90.46773567,12/22/2021 5:00,78.06184115,102.8795337
12/22/2017 6:00,90,12/22/2018 6:00,50,12/22/2019 6:00,68,12/21/2020 6:00,100,12/22/2021 6:00,94,12/22/2022 6:00,93.1062307,12/22/2021 6:00,80.69877513,105.5164677
12/22/2017 7:00,81.8,12/22/2018 7:00,50,12/22/2019 7:00,63,12/21/2020 7:00,100,12/22/2021 7:00,94,12/22/2022 7:00,92.8543571,12/22/2021 7:00,80.44589647,105.263589
12/22/2017 8:00,84,12/22/2018 8:00,50,12/22/2019 8:00,60,12/21/2020 8:00,100,12/22/2021 8:00,92,12/22/2022 8:00,92.42201971,12/22/2021 8:00,80.01296292,104.8306555
12/22/2017 9:00,62.3,12/22/2018 9:00,50,12/22/2019 9:00,66,12/21/2020 9:00,100,12/22/2021 9:00,89,12/22/2022 9:00,90.34392593,12/22/2021 9:00,77.93587587,102.7535684
12/22/2017 10:00,67.2,12/22/2018 10:00,50,12/22/2019 10:00,58,12/21/2020 10:00,100,12/22/2021 10:00,71,12/22/2022 10:00,89.33588515,12/22/2021 10:00,76.92559881,101.7432914
12/22/2017 11:00,58,12/22/2018 11:00,50,12/22/2019 11:00,64,12/21/2020 11:00,98,12/22/2021 11:00,74,12/22/2022 11:00,62.85020005,12/22/2021 11:00,50.44264452,75.26033707
12/22/2017 12:00,63,12/22/2018 12:00,50,12/22/2019 12:00,77,12/21/2020 12:00,96,12/22/2021 12:00,57,12/22/2022 12:00,73.46234709,12/22/2021 12:00,61.05362608,85.87131863
12/22/2017 13:00,63.8,12/22/2018 13:00,50,12/22/2019 13:00,83,12/21/2020 13:00,93,12/22/2021 13:00,52,12/22/2022 13:00,54.69899777,12/22/2021 13:00,42.29052995,67.1082225
12/22/2017 14:00,66.7,12/22/2018 14:00,50,12/22/2019 14:00,86,12/21/2020 14:00,92,12/22/2021 14:00,50,12/22/2022 14:00,49.89844198,12/22/2021 14:00,37.48880125,62.3064938
12/22/2017 15:00,67.3,12/22/2018 15:00,50,12/22/2019 15:00,91,12/21/2020 15:00,50,12/22/2021 15:00,50,12/22/2022 15:00,50.58563839,12/22/2021 15:00,38.17685334,62.99454589
12/22/2017 16:00,68.9,12/22/2018 16:00,50,12/22/2019 16:00,92,12/21/2020 16:00,50,12/22/2021 16:00,50,12/22/2022 16:00,51.88000514,12/22/2021 16:00,39.47010057,64.28779312
12/22/2017 17:00,66.7,12/22/2018 17:00,50,12/22/2019 17:00,87,12/21/2020 17:00,50,12/22/2021 17:00,62,12/22/2022 17:00,51.79100342,12/22/2021 17:00,39.38423089,64.20192344
12/22/2017 18:00,64.3,12/22/2018 18:00,50,12/22/2019 18:00,88,12/21/2020 18:00,50,12/22/2021 18:00,68,12/22/2022 18:00,64.12496672,12/22/2021 18:00,51.71708357,76.53477612
12/22/2017 19:00,65.2,12/22/2018 19:00,50,12/22/2019 19:00,83,12/21/2020 19:00,50,12/22/2021 19:00,70,12/22/2022 19:00,69.06410852,12/22/2021 19:00,56.65460113,81.47229368
12/22/2017 20:00,64.1,12/22/2018 20:00,50,12/22/2019 20:00,82,12/21/2020 20:00,100,12/22/2021 20:00,70,12/22/2022 20:00,69.83694095,12/22/2021 20:00,57.42729575,82.24498829
12/22/2017 21:00,64.7,12/22/2018 21:00,50,12/22/2019 21:00,85,12/21/2020 21:00,97,12/22/2021 21:00,81,12/22/2022 21:00,68.42603362,12/22/2021 21:00,56.0181889,80.83588145
12/22/2017 22:00,66,12/22/2018 22:00,50,12/22/2019 22:00,96,12/21/2020 22:00,96,12/22/2021 22:00,82,12/22/2022 22:00,82.94046102,12/22/2021 22:00,70.53088849,95.34858103
12/22/2017 23:00,69.3,12/22/2018 23:00,50,12/22/2019 23:00,98,12/21/2020 23:00,96,12/22/2021 23:00,83,12/22/2022 23:00,80.13153332,12/22/2021 23:00,67.72132743,92.53901998
12/23/2017 0:00,71.3,12/23/2018 0:00,50,12/23/2019 0:00,79,12/22/2020 0:00,97,12/23/2021 0:00,84,12/23/2022 0:00,85.00110414,12/23/2021 0:00,72.59200202,97.40969457
12/23/2017 1:00,76.1,12/23/2018 1:00,50,12/23/2019 1:00,83,12/22/2020 1:00,96,12/23/2021 1:00,90,12/23/2022 1:00,85.09038221,12/23/2021 1:00,72.68127628,97.49896882
12/23/2017 2:00,69,12/23/2018 2:00,50,12/23/2019 2:00,90,12/22/2020 2:00,98,12/23/2021 2:00,91,12/23/2022 2:00,91.14631595,12/23/2021 2:00,78.7360181,103.5537106
12/23/2017 3:00,70.1,12/23/2018 3:00,50,12/23/2019 3:00,87,12/22/2020 3:00,99,12/23/2021 3:00,90,12/23/2022 3:00,92.01937518,12/23/2021 3:00,79.61115471,104.4288473
12/23/2017 4:00,69.9,12/23/2018 4:00,50,12/23/2019 4:00,82,12/22/2020 4:00,99,12/23/2021 4:00,94,12/23/2022 4:00,92.79128511,12/23/2021 4:00,80.38127487,105.1989674
12/23/2017 5:00,67.8,12/23/2018 5:00,50,12/23/2019 5:00,79,12/22/2020 5:00,100,12/23/2021 5:00,94,12/23/2022 5:00,94.53374562,12/23/2021 5:00,82.12774337,106.9454359
12/23/2017 6:00,62.3,12/23/2018 6:00,50,12/23/2019 6:00,77,12/22/2020 6:00,100,12/23/2021 6:00,96,12/23/2022 6:00,95.02128265,12/23/2021 6:00,82.61342539,107.4311179
12/23/2017 7:00,63.3,12/23/2018 7:00,50,12/23/2019 7:00,75,12/22/2020 7:00,100,12/23/2021 7:00,97,12/23/2022 7:00,96.28622592,12/23/2021 7:00,83.87670342,108.694396
12/23/2017 8:00,64.7,12/23/2018 8:00,50,12/23/2019 8:00,71,12/22/2020 8:00,100,12/23/2021 8:00,98,12/23/2022 8:00,96.17231034,12/23/2021 8:00,83.76279454,108.5804871
12/23/2017 9:00,60.5,12/23/2018 9:00,50,12/23/2019 9:00,86,12/22/2020 9:00,100,12/23/2021 9:00,82,12/23/2022 9:00,93.74553362,12/23/2021 9:00,81.33879011,106.1564827
12/23/2017 10:00,56.3,12/23/2018 10:00,50,12/23/2019 10:00,89,12/22/2020 10:00,99,12/23/2021 10:00,76,12/23/2022 10:00,78.47349592,12/23/2021 10:00,66.06570285,90.8833954
12/23/2017 11:00,52.9,12/23/2018 11:00,50,12/23/2019 11:00,79,12/22/2020 11:00,95,12/23/2021 11:00,66,12/23/2022 11:00,73.70978339,12/23/2021 11:00,61.29859509,86.11628763
12/23/2017 12:00,55.2,12/23/2018 12:00,50,12/23/2019 12:00,68,12/22/2020 12:00,91,12/23/2021 12:00,56,12/23/2022 12:00,62.96580178,12/23/2021 12:00,50.55854831,75.37624086
12/23/2017 13:00,55.8,12/23/2018 13:00,50,12/23/2019 13:00,50,12/22/2020 13:00,88,12/23/2021 13:00,50,12/23/2022 13:00,53.83554849,12/23/2021 13:00,41.42703351,66.24472606
12/23/2017 14:00,50.5,12/23/2018 14:00,50,12/23/2019 14:00,50,12/22/2020 14:00,50,12/23/2021 14:00,49,12/23/2022 14:00,49.37667275,12/23/2021 14:00,36.96618259,61.78387514
12/23/2017 15:00,48.7,12/23/2018 15:00,50,12/23/2019 15:00,60,12/22/2020 15:00,50,12/23/2021 15:00,54,12/23/2022 15:00,49.4733029,12/23/2021 15:00,37.06468283,61.88237538
12/23/2017 16:00,56,12/23/2018 16:00,50,12/23/2019 16:00,67,12/22/2020 16:00,50,12/23/2021 16:00,60,12/23/2022 16:00,55.90765695,12/23/2021 16:00,43.49815372,68.31584627
12/23/2017 17:00,62.3,12/23/2018 17:00,50,12/23/2019 17:00,69,12/22/2020 17:00,100,12/23/2021 17:00,66,12/23/2022 17:00,63.20696531,12/23/2021 17:00,50.79938031,75.61707286
12/23/2017 18:00,61.7,12/23/2018 18:00,50,12/23/2019 18:00,72,12/22/2020 18:00,100,12/23/2021 18:00,72,12/23/2022 18:00,68.16692527,12/23/2021 18:00,55.7586705,80.57636305
12/23/2017 19:00,57.6,12/23/2018 19:00,50,12/23/2019 19:00,73,12/22/2020 19:00,100,12/23/2021 19:00,50,12/23/2022 19:00,72.84339973,12/23/2021 19:00,60.43394997,85.25164252
12/23/2017 20:00,63.2,12/23/2018 20:00,50,12/23/2019 20:00,75,12/22/2020 20:00,100,12/23/2021 20:00,50,12/23/2022 20:00,47.88550544,12/23/2021 20:00,35.47549952,60.29319207
12/23/2017 21:00,59.3,12/23/2018 21:00,50,12/23/2019 21:00,77,12/22/2020 21:00,100,12/23/2021 21:00,86,12/23/2022 21:00,50.50339345,12/23/2021 21:00,38.09337464,62.91106719
12/23/2017 22:00,61.8,12/23/2018 22:00,50,12/23/2019 22:00,76,12/22/2020 22:00,100,12/23/2021 22:00,87,12/23/2022 22:00,86.12515015,12/23/2021 22:00,73.71792869,98.53562124
12/23/2017 23:00,62.5,12/23/2018 23:00,50,12/23/2019 23:00,74,12/22/2020 23:00,100,12/23/2021 23:00,88,12/23/2022 23:00,88.38353371,12/23/2021 23:00,75.97224117,100.7899337
12/24/2017 0:00,60.7,12/24/2018 0:00,50,12/24/2019 0:00,69,12/23/2020 0:00,100,12/24/2021 0:00,92,12/24/2022 0:00,88.45992492,12/24/2021 0:00,76.05227455,100.8699671
12/24/2017 1:00,59.1,12/24/2018 1:00,50,12/24/2019 1:00,72,12/23/2020 1:00,100,12/24/2021 1:00,50,12/24/2022 1:00,93.69106513,12/24/2021 1:00,81.28190711,106.0995997
12/24/2017 2:00,77.7,12/24/2018 2:00,50,12/24/2019 2:00,81,12/23/2020 2:00,100,12/24/2021 2:00,50,12/24/2022 2:00,48.40369131,12/24/2021 2:00,35.99234288,60.81003542
12/24/2017 3:00,77.8,12/24/2018 3:00,50,12/24/2019 3:00,82,12/23/2020 3:00,100,12/24/2021 3:00,89,12/24/2022 3:00,48.58307857,12/24/2021 3:00,36.17473762,60.99243017
12/24/2017 4:00,67.9,12/24/2018 4:00,50,12/24/2019 4:00,89,12/23/2020 4:00,100,12/24/2021 4:00,79,12/24/2022 4:00,92.1723953,12/24/2021 4:00,79.76380267,104.5814952
12/24/2017 5:00,69.3,12/24/2018 5:00,50,12/24/2019 5:00,93,12/23/2020 5:00,100,12/24/2021 5:00,83,12/24/2022 5:00,81.00437497,12/24/2021 5:00,68.59732998,93.41502253
12/24/2017 6:00,77.9,12/24/2018 6:00,50,12/24/2019 6:00,88,12/23/2020 6:00,100,12/24/2021 6:00,71,12/24/2022 6:00,84.38218659,12/24/2021 6:00,71.97413523,96.79182778
12/24/2017 7:00,77,12/24/2018 7:00,50,12/24/2019 7:00,89,12/23/2020 7:00,100,12/24/2021 7:00,71,12/24/2022 7:00,75.10737183,12/24/2021 7:00,62.69555575,87.5132483
12/24/2017 8:00,80.8,12/24/2018 8:00,50,12/24/2019 8:00,90,12/23/2020 8:00,100,12/24/2021 8:00,67,12/24/2022 8:00,69.57294947,12/24/2021 8:00,57.16312061,81.98081316
12/24/2017 9:00,73.7,12/24/2018 9:00,50,12/24/2019 9:00,90,12/23/2020 9:00,100,12/24/2021 9:00,69,12/24/2022 9:00,57.41565903,12/24/2021 9:00,45.0107271,69.82841965
12/24/2017 10:00,65.3,12/24/2018 10:00,50,12/24/2019 10:00,90,12/23/2020 10:00,100,12/24/2021 10:00,62,12/24/2022 10:00,66.36330301,12/24/2021 10:00,53.95592391,78.77361646
12/24/2017 11:00,54,12/24/2018 11:00,50,12/24/2019 11:00,79,12/23/2020 11:00,100,12/24/2021 11:00,57,12/24/2022 11:00,59.938857,12/24/2021 11:00,47.52839227,72.34608481
12/24/2017 12:00,55.2,12/24/2018 12:00,50,12/24/2019 12:00,65,12/23/2020 12:00,100,12/24/2021 12:00,58,12/24/2022 12:00,53.76437949,12/24/2021 12:00,41.35782752,66.17552007
12/24/2017 13:00,49.2,12/24/2018 13:00,50,12/24/2019 13:00,60,12/23/2020 13:00,100,12/24/2021 13:00,50,12/24/2022 13:00,65.66593393,12/24/2021 13:00,53.25401838,78.07171092
12/24/2017 14:00,48,12/24/2018 14:00,50,12/24/2019 14:00,57,12/23/2020 14:00,100,12/24/2021 14:00,50,12/24/2022 14:00,49.46653003,12/24/2021 14:00,37.05613977,61.87383232
12/24/2017 15:00,49.5,12/24/2018 15:00,50,12/24/2019 15:00,57,12/23/2020 15:00,100,12/24/2021 15:00,67,12/24/2022 15:00,43.18703621,12/24/2021 15:00,30.78140339,55.59909594
12/24/2017 16:00,65.9,12/24/2018 16:00,50,12/24/2019 16:00,54,12/23/2020 16:00,100,12/24/2021 16:00,72,12/24/2022 16:00,72.76624153,12/24/2021 16:00,60.35574949,85.17344204
12/24/2017 17:00,74.4,12/24/2018 17:00,50,12/24/2019 17:00,61,12/23/2020 17:00,100,12/24/2021 17:00,70,12/24/2022 17:00,74.89514433,12/24/2021 17:00,62.48787636,87.30556891
12/24/2017 18:00,85.6,12/24/2018 18:00,50,12/24/2019 18:00,57,12/23/2020 18:00,100,12/24/2021 18:00,69,12/24/2022 18:00,74.70347503,12/24/2021 18:00,62.293663,87.11135555
12/24/2017 19:00,86.6,12/24/2018 19:00,50,12/24/2019 19:00,63,12/23/2020 19:00,100,12/24/2021 19:00,70,12/24/2022 19:00,68.61467707,12/24/2021 19:00,56.20638266,81.02407521
12/24/2017 20:00,89,12/24/2018 20:00,50,12/24/2019 20:00,67,12/23/2020 20:00,100,12/24/2021 20:00,69,12/24/2022 20:00,69.85499052,12/24/2021 20:00,57.44494785,82.2626404
12/24/2017 21:00,90.3,12/24/2018 21:00,50,12/24/2019 21:00,76,12/23/2020 21:00,100,12/24/2021 21:00,50,12/24/2022 21:00,67.41536434,12/24/2021 21:00,55.00534037,79.82303291
12/24/2017 22:00,85.4,12/24/2018 22:00,50,12/24/2019 22:00,84,12/23/2020 22:00,100,12/24/2021 22:00,65,12/24/2022 22:00,47.57834869,12/24/2021 22:00,35.16961591,59.98730846
12/24/2017 23:00,90.3,12/24/2018 23:00,50,12/24/2019 23:00,82,12/23/2020 23:00,100,12/24/2021 23:00,65,12/24/2022 23:00,64.51687206,12/24/2021 23:00,52.10625347,76.92394602
12/25/2017 0:00,97.3,12/25/2018 0:00,50,12/25/2019 0:00,80,12/24/2020 0:00,100,12/25/2021 0:00,67,12/25/2022 0:00,62.94919158,12/25/2021 0:00,50.54231976,75.3600123
12/25/2017 1:00,97.7,12/25/2018 1:00,50,12/25/2019 1:00,86,12/24/2020 1:00,100,12/25/2021 1:00,65,12/25/2022 1:00,67.20149585,12/25/2021 1:00,54.79523278,79.61292533
12/25/2017 2:00,100.2,12/25/2018 2:00,50,12/25/2019 2:00,76,12/24/2020 2:00,82,12/25/2021 2:00,68,12/25/2022 2:00,65.3691259,12/25/2021 2:00,52.95898233,77.77667487
12/25/2017 3:00,99.6,12/25/2018 3:00,50,12/25/2019 3:00,79,12/24/2020 3:00,83,12/25/2021 3:00,69,12/25/2022 3:00,67.23969796,12/25/2021 3:00,54.82994275,79.6476353
12/25/2017 4:00,100.2,12/25/2018 4:00,50,12/25/2019 4:00,83,12/24/2020 4:00,76,12/25/2021 4:00,70,12/25/2022 4:00,70.74266039,12/25/2021 4:00,58.33387862,83.15157117
12/25/2017 5:00,100.2,12/25/2018 5:00,50,12/25/2019 5:00,80,12/24/2020 5:00,69,12/25/2021 5:00,69,12/25/2022 5:00,73.54771515,12/25/2021 5:00,61.13957551,85.95726806
12/25/2017 6:00,100.2,12/25/2018 6:00,50,12/25/2019 6:00,85,12/24/2020 6:00,68,12/25/2021 6:00,70,12/25/2022 6:00,70.90130302,12/25/2021 6:00,58.49318046,83.310873
12/25/2017 7:00,100.2,12/25/2018 7:00,50,12/25/2019 7:00,88,12/24/2020 7:00,73,12/25/2021 7:00,66,12/25/2022 7:00,69.52665491,12/25/2021 7:00,57.1184016,81.93609415
12/25/2017 8:00,100.2,12/25/2018 8:00,50,12/25/2019 8:00,86,12/24/2020 8:00,75,12/25/2021 8:00,64,12/25/2022 8:00,64.96752511,12/25/2021 8:00,52.55781238,77.37550493
12/25/2017 9:00,92.4,12/25/2018 9:00,50,12/25/2019 9:00,87,12/24/2020 9:00,50,12/25/2021 9:00,62,12/25/2022 9:00,66.25336421,12/25/2021 9:00,53.84143017,78.65912272
12/25/2017 10:00,81.6,12/25/2018 10:00,50,12/25/2019 10:00,73,12/24/2020 10:00,50,12/25/2021 10:00,61,12/25/2022 10:00,56.00760903,12/25/2021 10:00,43.60130735,68.4189999
12/25/2017 11:00,76.4,12/25/2018 11:00,50,12/25/2019 11:00,67,12/24/2020 11:00,65,12/25/2021 11:00,60,12/25/2022 11:00,59.17387933,12/25/2021 11:00,46.7636876,71.58138015
12/25/2017 12:00,68.2,12/25/2018 12:00,50,12/25/2019 12:00,68,12/24/2020 12:00,50,12/25/2021 12:00,59,12/25/2022 12:00,57.69647061,12/25/2021 12:00,45.28929051,70.10698306
12/25/2017 13:00,59.5,12/25/2018 13:00,50,12/25/2019 13:00,61,12/24/2020 13:00,50,12/25/2021 13:00,60,12/25/2022 13:00,57.61204116,12/25/2021 13:00,45.20644627,70.02413881
12/25/2017 14:00,56.7,12/25/2018 14:00,50,12/25/2019 14:00,50,12/24/2020 14:00,50,12/25/2021 14:00,59,12/25/2022 14:00,59.90992792,12/25/2021 14:00,47.50007208,72.31776463
12/25/2017 15:00,58.8,12/25/2018 15:00,50,12/25/2019 15:00,62,12/24/2020 15:00,50,12/25/2021 15:00,61,12/25/2022 15:00,61.57879031,12/25/2021 15:00,49.16672236,73.98441491
12/25/2017 16:00,70.5,12/25/2018 16:00,50,12/25/2019 16:00,73,12/24/2020 16:00,65,12/25/2021 16:00,63,12/25/2022 16:00,63.36728519,12/25/2021 16:00,50.95799941,75.77569196
12/25/2017 17:00,90,12/25/2018 17:00,50,12/25/2019 17:00,69,12/24/2020 17:00,64,12/25/2021 17:00,61,12/25/2022 17:00,66.09451993,12/25/2021 17:00,53.68677515,78.5044677
12/25/2017 18:00,93.1,12/25/2018 18:00,50,12/25/2019 18:00,67,12/24/2020 18:00,66,12/25/2021 18:00,62,12/25/2022 18:00,62.34384937,12/25/2021 18:00,49.93601595,74.7537085
12/25/2017 19:00,90.7,12/25/2018 19:00,50,12/25/2019 19:00,76,12/24/2020 19:00,65,12/25/2021 19:00,50,12/25/2022 19:00,62.45883009,12/25/2021 19:00,50.05008865,74.8677812
12/25/2017 20:00,95,12/25/2018 20:00,50,12/25/2019 20:00,78,12/24/2020 20:00,67,12/25/2021 20:00,50,12/25/2022 20:00,48.62435849,12/25/2021 20:00,36.2143728,61.03206535
12/25/2017 21:00,97.4,12/25/2018 21:00,50,12/25/2019 21:00,75,12/24/2020 21:00,65,12/25/2021 21:00,60,12/25/2022 21:00,48.30466696,12/25/2021 21:00,35.89526674,60.71295929
12/25/2017 22:00,100.2,12/25/2018 22:00,50,12/25/2019 22:00,77,12/24/2020 22:00,66,12/25/2021 22:00,59,12/25/2022 22:00,58.34256615,12/25/2021 22:00,45.93411041,70.75180296
12/25/2017 23:00,100.2,12/25/2018 23:00,50,12/25/2019 23:00,84,12/24/2020 23:00,68,12/25/2021 23:00,64,12/25/2022 23:00,57.64800363,12/25/2021 23:00,45.23782684,70.05551939
12/26/2017 0:00,100.2,12/26/2018 0:00,50,12/26/2019 0:00,82,12/25/2020 0:00,65,12/26/2021 0:00,61,12/26/2022 0:00,62.83204887,12/26/2021 0:00,50.4245974,75.24228995
12/26/2017 1:00,100.2,12/26/2018 1:00,50,12/26/2019 1:00,78,12/25/2020 1:00,66,12/26/2021 1:00,50,12/26/2022 1:00,59.14563893,12/26/2021 1:00,46.74027782,71.55797037
12/26/2017 2:00,100.2,12/26/2018 2:00,50,12/26/2019 2:00,82,12/25/2020 2:00,65,12/26/2021 2:00,50,12/26/2022 2:00,50.15777455,12/26/2021 2:00,37.74715051,62.56484306
12/26/2017 3:00,100.2,12/26/2018 3:00,50,12/26/2019 3:00,81,12/25/2020 3:00,66,12/26/2021 3:00,64,12/26/2022 3:00,52.03411012,12/26/2021 3:00,39.62218689,64.43987944
12/26/2017 4:00,100.2,12/26/2018 4:00,50,12/26/2019 4:00,88,12/25/2020 4:00,70,12/26/2021 4:00,64,12/26/2022 4:00,66.65529205,12/26/2021 4:00,54.24646416,79.06415671
12/26/2017 5:00,100.2,12/26/2018 5:00,50,12/26/2019 5:00,91,12/25/2020 5:00,72,12/26/2021 5:00,61,12/26/2022 5:00,67.34452685,12/26/2021 5:00,54.9369707,79.75466325
12/26/2017 6:00,100.2,12/26/2018 6:00,50,12/26/2019 6:00,96,12/25/2020 6:00,71,12/26/2021 6:00,65,12/26/2022 6:00,62.36792891,12/26/2021 6:00,49.96009163,74.77778418
12/26/2017 7:00,100.2,12/26/2018 7:00,50,12/26/2019 7:00,91,12/25/2020 7:00,65,12/26/2021 7:00,66,12/26/2022 7:00,66.99420915,12/26/2021 7:00,54.58516471,79.40285726
12/26/2017 8:00,100.2,12/26/2018 8:00,50,12/26/2019 8:00,93,12/25/2020 8:00,74,12/26/2021 8:00,59,12/26/2022 8:00,64.97620645,12/26/2021 8:00,52.566863,77.38455555
12/26/2017 9:00,100.2,12/26/2018 9:00,50,12/26/2019 9:00,98,12/25/2020 9:00,70,12/26/2021 9:00,64,12/26/2022 9:00,55.12122892,12/26/2021 9:00,42.71279564,67.53048819
12/26/2017 10:00,100.2,12/26/2018 10:00,50,12/26/2019 10:00,94,12/25/2020 10:00,80,12/26/2021 10:00,64,12/26/2022 10:00,62.24742951,12/26/2021 10:00,49.8387625,74.65645504
12/26/2017 11:00,91.3,12/26/2018 11:00,50,12/26/2019 11:00,90,12/25/2020 11:00,85,12/26/2021 11:00,65,12/26/2022 11:00,61.54318269,12/26/2021 11:00,49.13343906,73.95113161
12/26/2017 12:00,80.6,12/26/2018 12:00,50,12/26/2019 12:00,87,12/25/2020 12:00,82,12/26/2021 12:00,68,12/26/2022 12:00,64.04932379,12/26/2021 12:00,51.6415128,76.45920535
12/26/2017 13:00,67.5,12/26/2018 13:00,50,12/26/2019 13:00,74,12/25/2020 13:00,72,12/26/2021 13:00,76,12/26/2022 13:00,68.67034537,12/26/2021 13:00,56.26388395,81.0815765
12/26/2017 14:00,55.9,12/26/2018 14:00,50,12/26/2019 14:00,66,12/25/2020 14:00,69,12/26/2021 14:00,70,12/26/2022 14:00,76.98961387,12/26/2021 14:00,64.57977954,89.39747209
12/26/2017 15:00,64.4,12/26/2018 15:00,50,12/26/2019 15:00,66,12/25/2020 15:00,66,12/26/2021 15:00,69,12/26/2022 15:00,70.07543004,12/26/2021 15:00,57.66464519,82.48233774
12/26/2017 16:00,65.3,12/26/2018 16:00,50,12/26/2019 16:00,63,12/25/2020 16:00,63,12/26/2021 16:00,70,12/26/2022 16:00,71.44945638,12/26/2021 16:00,59.04010974,83.85780229
12/26/2017 17:00,63.6,12/26/2018 17:00,50,12/26/2019 17:00,62,12/25/2020 17:00,50,12/26/2021 17:00,76,12/26/2022 17:00,73.09737528,12/26/2021 17:00,60.68983108,85.50752363
12/26/2017 18:00,63.9,12/26/2018 18:00,50,12/26/2019 18:00,60,12/25/2020 18:00,73,12/26/2021 18:00,78,12/26/2022 18:00,77.1437394,12/26/2021 18:00,64.73630998,89.55400253
12/26/2017 19:00,72.1,12/26/2018 19:00,50,12/26/2019 19:00,62,12/25/2020 19:00,84,12/26/2021 19:00,78,12/26/2022 19:00,77.30062009,12/26/2021 19:00,64.89337858,89.71107113
12/26/2017 20:00,71.8,12/26/2018 20:00,50,12/26/2019 20:00,65,12/25/2020 20:00,87,12/26/2021 20:00,78,12/26/2022 20:00,78.46092763,12/26/2021 20:00,66.05095446,90.86864701
12/26/2017 21:00,69.2,12/26/2018 21:00,50,12/26/2019 21:00,58,12/25/2020 21:00,90,12/26/2021 21:00,74,12/26/2022 21:00,75.84693223,12/26/2021 21:00,63.43752405,88.2552166
12/26/2017 22:00,67.6,12/26/2018 22:00,50,12/26/2019 22:00,71,12/25/2020 22:00,88,12/26/2021 22:00,70,12/26/2022 22:00,71.74055048,12/26/2021 22:00,59.3317459,84.14943845
12/26/2017 23:00,70.2,12/26/2018 23:00,50,12/26/2019 23:00,66,12/25/2020 23:00,88,12/26/2021 23:00,73,12/26/2022 23:00,68.0939629,12/26/2021 23:00,55.6833376,80.50103015
12/27/2017 0:00,73.3,12/27/2018 0:00,50,12/27/2019 0:00,61,12/26/2020 0:00,88,12/27/2021 0:00,82,12/27/2022 0:00,70.72196523,12/27/2021 0:00,58.31468221,83.13237476
