2017,,2018,,2019,,2020,,2021,,2022,,SARIMA,lower T_mu_actual,upper T_mu_actual
1/28/2017 14:00,2.387,1/28/2018 14:00,4.1,1/28/2019 14:00,30,1/28/2020 14:00,11.2,1/28/2021 14:00,5.5,28.01.2022 21:00:00,3.866,1/28/2023 14:00,1.427513523,9.533377591
1/28/2017 15:00,2.627,1/28/2018 15:00,5.7,1/28/2019 15:00,30,1/28/2020 15:00,10.6,1/28/2021 15:00,4.9,28.01.2022 22:00:00,4.144,1/28/2023 15:00,1.220593449,9.326457516
1/28/2017 16:00,1.587,1/28/2018 16:00,4.2,1/28/2019 16:00,30,1/28/2020 16:00,10.4,1/28/2021 16:00,4.1,28.01.2022 23:00:00,2.928,1/28/2023 16:00,0.032909255,8.138773322
1/28/2017 17:00,-1.885,1/28/2018 17:00,0.9,1/28/2019 17:00,30,1/28/2020 17:00,10,1/28/2021 17:00,2.6,29.01.2022 00:00:00,1.957,1/28/2023 17:00,-0.761960612,7.343903455
1/28/2017 18:00,-4.736,1/28/2018 18:00,-0.5,1/28/2019 18:00,30,1/28/2020 18:00,10,1/28/2021 18:00,2.5,29.01.2022 01:00:00,0.12,1/28/2023 18:00,-1.659754971,6.446109096
1/28/2017 19:00,-4.8,1/28/2018 19:00,-1.1,1/28/2019 19:00,30,1/28/2020 19:00,9.6,1/28/2021 19:00,2.6,29.01.2022 02:00:00,1.438,1/28/2023 19:00,-1.6136354,6.492228667
1/28/2017 20:00,-5.182,1/28/2018 20:00,-2.3,1/28/2019 20:00,30,1/28/2020 20:00,9.7,1/28/2021 20:00,1.2,29.01.2022 03:00:00,1.926,1/28/2023 20:00,-1.898836053,6.207028014
1/28/2017 21:00,-6.264,1/28/2018 21:00,-2,1/28/2019 21:00,30,1/28/2020 21:00,10.1,1/28/2021 21:00,1.5,29.01.2022 04:00:00,1.957,1/28/2023 21:00,-2.621190956,5.484673111
1/28/2017 22:00,-7.198,1/28/2018 22:00,-2.8,1/28/2019 22:00,30,1/28/2020 22:00,10.4,1/28/2021 22:00,2.3,29.01.2022 05:00:00,2.688,1/28/2023 22:00,-1.889000118,6.216863949
1/28/2017 23:00,-7.476,1/28/2018 23:00,-2.5,1/28/2019 23:00,30,1/28/2020 23:00,10.5,1/28/2021 23:00,3.5,29.01.2022 06:00:00,2.616,1/28/2023 23:00,-1.460694149,6.645169918
1/29/2017 0:00,-7.583,1/29/2018 0:00,-3.1,1/29/2019 0:00,30,1/29/2020 0:00,10.9,1/29/2021 0:00,4,29.01.2022 07:00:00,2.201,1/29/2023 0:00,-0.418905624,7.686958443
1/29/2017 1:00,-8.246,1/29/2018 1:00,-3.3,1/29/2019 1:00,30,1/29/2020 1:00,10.3,1/29/2021 1:00,4.2,29.01.2022 08:00:00,1.785,1/29/2023 1:00,-0.01970838,8.086155687
1/29/2017 2:00,-9.077,1/29/2018 2:00,-4.4,1/29/2019 2:00,30,1/29/2020 2:00,10,1/29/2021 2:00,4.4,29.01.2022 09:00:00,1.888,1/29/2023 2:00,0.069026745,8.174890812
1/29/2017 3:00,-9.633,1/29/2018 3:00,-4.5,1/29/2019 3:00,30,1/29/2020 3:00,10.5,1/29/2021 3:00,5.1,29.01.2022 10:00:00,0.291,1/29/2023 3:00,0.148122014,8.253986081
1/29/2017 4:00,-9.488,1/29/2018 4:00,-4.3,1/29/2019 4:00,30,1/29/2020 4:00,11.2,1/29/2021 4:00,4.9,29.01.2022 11:00:00,1.37,1/29/2023 4:00,0.230801257,8.336665324
1/29/2017 5:00,-8.833,1/29/2018 5:00,-4.2,1/29/2019 5:00,30,1/29/2020 5:00,10.7,1/29/2021 5:00,4.8,29.01.2022 12:00:00,3.416,1/29/2023 5:00,0.14861889,8.254482957
1/29/2017 6:00,-7.964,1/29/2018 6:00,-5.9,1/29/2019 6:00,30,1/29/2020 6:00,9.7,1/29/2021 6:00,5.5,29.01.2022 13:00:00,2.757,1/29/2023 6:00,0.198698687,8.304562754
1/29/2017 7:00,-7.583,1/29/2018 7:00,-5.5,1/29/2019 7:00,30,1/29/2020 7:00,8.9,1/29/2021 7:00,5.6,29.01.2022 14:00:00,3.104,1/29/2023 7:00,0.934479271,9.040343338
1/29/2017 8:00,-7.232,1/29/2018 8:00,-5.1,1/29/2019 8:00,30,1/29/2020 8:00,8,1/29/2021 8:00,5.9,29.01.2022 15:00:00,3.104,1/29/2023 8:00,1.179099099,9.284963166
1/29/2017 9:00,-6.401,1/29/2018 9:00,-4.1,1/29/2019 9:00,30,1/29/2020 9:00,6.7,1/29/2021 9:00,8.3,29.01.2022 16:00:00,2.963,1/29/2023 9:00,2.255075994,10.36094006
1/29/2017 10:00,-3.101,1/29/2018 10:00,-2.8,1/29/2019 10:00,30,1/29/2020 10:00,8.4,1/29/2021 10:00,9.5,29.01.2022 17:00:00,2.235,1/29/2023 10:00,4.260180512,12.36604458
1/29/2017 11:00,-1.641,1/29/2018 11:00,-1.5,1/29/2019 11:00,30,1/29/2020 11:00,9.6,1/29/2021 11:00,10.5,29.01.2022 18:00:00,1.888,1/29/2023 11:00,5.050723377,13.15658744
1/29/2017 12:00,0.127,1/29/2018 12:00,1.3,1/29/2019 12:00,30,1/29/2020 12:00,9,1/29/2021 12:00,10.4,29.01.2022 19:00:00,0.432,1/29/2023 12:00,6.141593351,14.24745742
1/29/2017 13:00,1.766,1/29/2018 13:00,3.2,1/29/2019 13:00,30,1/29/2020 13:00,9.6,1/29/2021 13:00,10.4,29.01.2022 20:00:00,-0.818,1/29/2023 13:00,6.104008727,14.20987279
1/29/2017 14:00,3.184,1/29/2018 14:00,5.7,1/29/2019 14:00,30,1/29/2020 14:00,11.1,1/29/2021 14:00,9.5,29.01.2022 21:00:00,-1.653,1/29/2023 14:00,5.762430085,13.86829415
1/29/2017 15:00,1.381,1/29/2018 15:00,7,1/29/2019 15:00,30,1/29/2020 15:00,9.9,1/29/2021 15:00,8.9,29.01.2022 22:00:00,-1.858,1/29/2023 15:00,4.667459697,12.77332376
1/29/2017 16:00,0.516,1/29/2018 16:00,5,1/29/2019 16:00,30,1/29/2020 16:00,9.1,1/29/2021 16:00,8.6,29.01.2022 23:00:00,-1.896,1/29/2023 16:00,3.674051062,11.77991513
1/29/2017 17:00,-0.669,1/29/2018 17:00,1.6,1/29/2019 17:00,30,1/29/2020 17:00,6.9,1/29/2021 17:00,8.4,30.01.2022 00:00:00,-3.108,1/29/2023 17:00,3.346567168,11.45243123
1/29/2017 18:00,-1.26,1/29/2018 18:00,0.9,1/29/2019 18:00,30,1/29/2020 18:00,6.5,1/29/2021 18:00,9,30.01.2022 01:00:00,-2.796,1/29/2023 18:00,3.41046879,11.51633286
1/29/2017 19:00,-1.538,1/29/2018 19:00,-0.9,1/29/2019 19:00,30,1/29/2020 19:00,6.3,1/29/2021 19:00,8.2,30.01.2022 02:00:00,-5.608,1/29/2023 19:00,4.183022787,12.28888685
1/29/2017 20:00,-3.101,1/29/2018 20:00,-1,1/29/2019 20:00,30,1/29/2020 20:00,6.1,1/29/2021 20:00,8.3,30.01.2022 03:00:00,-4.774,1/29/2023 20:00,3.297065608,11.40292968
1/29/2017 21:00,-3.596,1/29/2018 21:00,-1.6,1/29/2019 21:00,30,1/29/2020 21:00,6.7,1/29/2021 21:00,7.5,30.01.2022 04:00:00,-4.915,1/29/2023 21:00,4.11661177,12.22247584
1/29/2017 22:00,-4.804,1/29/2018 22:00,-1.4,1/29/2019 22:00,30,1/29/2020 22:00,5.1,1/29/2021 22:00,6.7,30.01.2022 05:00:00,-5.056,1/29/2023 22:00,3.47257824,11.57844231
1/29/2017 23:00,-5.7,1/29/2018 23:00,-2.5,1/29/2019 23:00,30,1/29/2020 23:00,6.3,1/29/2021 23:00,6.1,30.01.2022 06:00:00,-4.671,1/29/2023 23:00,2.546753582,10.65261765
1/30/2017 0:00,-6.573,1/30/2018 0:00,-2.4,1/30/2019 0:00,30,1/30/2020 0:00,5.4,1/30/2021 0:00,6.1,30.01.2022 07:00:00,-4.221,1/30/2023 0:00,2.22956743,10.3354315
1/30/2017 1:00,-6.47,1/30/2018 1:00,-3.1,1/30/2019 1:00,30,1/30/2020 1:00,4.8,1/30/2021 1:00,6.4,30.01.2022 08:00:00,-3.711,1/30/2023 1:00,2.213036126,10.31890019
1/30/2017 2:00,-6.02,1/30/2018 2:00,-3.2,1/30/2019 2:00,30,1/30/2020 2:00,3.6,1/30/2021 2:00,7.1,30.01.2022 09:00:00,-2.762,1/30/2023 2:00,2.298459911,10.40432398
1/30/2017 3:00,-8.032,1/30/2018 3:00,-3,1/30/2019 3:00,30,1/30/2020 3:00,2.6,1/30/2021 3:00,5.1,30.01.2022 10:00:00,-0.505,1/30/2023 3:00,2.721170724,10.82703479
1/30/2017 4:00,-7.026,1/30/2018 4:00,-3.3,1/30/2019 4:00,30,1/30/2020 4:00,1.9,1/30/2021 4:00,5.2,30.01.2022 11:00:00,2.406,1/30/2023 4:00,0.258990316,8.364854383
1/30/2017 5:00,-7.308,1/30/2018 5:00,-3.9,1/30/2019 5:00,30,1/30/2020 5:00,1,1/30/2021 5:00,4.4,30.01.2022 12:00:00,4.213,1/30/2023 5:00,0.294275833,8.4001399
1/30/2017 6:00,-8.417,1/30/2018 6:00,-4,1/30/2019 6:00,30,1/30/2020 6:00,-0.5,1/30/2021 6:00,4,30.01.2022 13:00:00,5.913,1/30/2023 6:00,-0.182685309,7.923178758
1/30/2017 7:00,-8.516,1/30/2018 7:00,-4.8,1/30/2019 7:00,30,1/30/2020 7:00,0.2,1/30/2021 7:00,4.1,30.01.2022 14:00:00,5.81,1/30/2023 7:00,-0.207774487,7.898089581
1/30/2017 8:00,-6.405,1/30/2018 8:00,-5,1/30/2019 8:00,30,1/30/2020 8:00,1.3,1/30/2021 8:00,4.4,30.01.2022 15:00:00,5.531,1/30/2023 8:00,-0.377271834,7.728592233
1/30/2017 9:00,-3.345,1/30/2018 9:00,-3.2,1/30/2019 9:00,30,1/30/2020 9:00,2.9,1/30/2021 9:00,4.9,30.01.2022 16:00:00,4.697,1/30/2023 9:00,1.147698502,9.253562569
1/30/2017 10:00,-1.717,1/30/2018 10:00,-2.2,1/30/2019 10:00,30,1/30/2020 10:00,4.5,1/30/2021 10:00,7.1,30.01.2022 17:00:00,3.275,1/30/2023 10:00,1.509902219,9.615766286
1/30/2017 11:00,0.619,1/30/2018 11:00,0.1,1/30/2019 11:00,30,1/30/2020 11:00,6.2,1/30/2021 11:00,9.1,30.01.2022 18:00:00,1.785,1/30/2023 11:00,3.279715781,11.38557985
1/30/2017 12:00,1.831,1/30/2018 12:00,4.8,1/30/2019 12:00,30,1/30/2020 12:00,7.8,1/30/2021 12:00,12.1,30.01.2022 19:00:00,1.648,1/30/2023 12:00,5.049594167,13.15545823
1/30/2017 13:00,3.393,1/30/2018 13:00,7.2,1/30/2019 13:00,30,1/30/2020 13:00,9.2,1/30/2021 13:00,13,30.01.2022 20:00:00,1.648,1/30/2023 13:00,7.738937222,15.84480129
1/30/2017 14:00,4.365,1/30/2018 14:00,30,1/30/2019 14:00,30,1/30/2020 14:00,10.2,1/30/2021 14:00,13.1,30.01.2022 21:00:00,2.098,1/30/2023 14:00,8.144281881,16.25014595
1/30/2017 15:00,4.015,1/30/2018 15:00,9.5,1/30/2019 15:00,30,1/30/2020 15:00,9.4,1/30/2021 15:00,12.4,30.01.2022 22:00:00,0.916,1/30/2023 15:00,8.512924601,16.61878867
1/30/2017 16:00,2.761,1/30/2018 16:00,7.8,1/30/2019 16:00,30,1/30/2020 16:00,7.9,1/30/2021 16:00,11.4,30.01.2022 23:00:00,-1.199,1/30/2023 16:00,6.980854244,15.08671831
1/30/2017 17:00,-0.601,1/30/2018 17:00,3.3,1/30/2019 17:00,30,1/30/2020 17:00,6,1/30/2021 17:00,10.4,31.01.2022 00:00:00,0.813,1/30/2023 17:00,6.18527078,14.29113485
1/30/2017 18:00,-2.159,1/30/2018 18:00,2.1,1/30/2019 18:00,30,1/30/2020 18:00,3.7,1/30/2021 18:00,8.7,31.01.2022 01:00:00,0.92,1/30/2023 18:00,5.618639162,13.72450323
1/30/2017 19:00,-2.613,1/30/2018 19:00,1.4,1/30/2019 19:00,30,1/30/2020 19:00,3.3,1/30/2021 19:00,7.9,31.01.2022 02:00:00,0.466,1/30/2023 19:00,4.080850645,12.18671471
1/30/2017 20:00,-3.726,1/30/2018 20:00,1.1,1/30/2019 20:00,30,1/30/2020 20:00,2.1,1/30/2021 20:00,9.5,31.01.2022 03:00:00,-0.646,1/30/2023 20:00,3.218846558,11.32471063
1/30/2017 21:00,-4.355,1/30/2018 21:00,1,1/30/2019 21:00,30,1/30/2020 21:00,2.3,1/30/2021 21:00,8.1,31.01.2022 04:00:00,-1.237,1/30/2023 21:00,5.705950706,13.81181477
1/30/2017 22:00,-5.78,1/30/2018 22:00,-0.4,1/30/2019 22:00,30,1/30/2020 22:00,0.5,1/30/2021 22:00,8.9,31.01.2022 05:00:00,-3.005,1/30/2023 22:00,4.038354392,12.14421846
1/30/2017 23:00,-5.845,1/30/2018 23:00,-0.7,1/30/2019 23:00,30,1/30/2020 23:00,-0.1,1/30/2021 23:00,8.3,31.01.2022 06:00:00,-1.443,1/30/2023 23:00,4.563416581,12.66928065
1/31/2017 0:00,-5.81,1/31/2018 0:00,-0.2,1/31/2019 0:00,30,1/31/2020 0:00,-1.4,1/31/2021 0:00,9.2,31.01.2022 07:00:00,-0.886,1/31/2023 0:00,3.869715952,11.97558002
1/31/2017 1:00,-6.988,1/31/2018 1:00,-0.6,1/31/2019 1:00,30,1/31/2020 1:00,-1.5,1/31/2021 1:00,9.2,31.01.2022 08:00:00,0.364,1/31/2023 1:00,5.004504761,13.11036883
1/31/2017 2:00,-7.236,1/31/2018 2:00,-1.6,1/31/2019 2:00,30,1/31/2020 2:00,-1.3,1/31/2021 2:00,9.9,31.01.2022 09:00:00,4.457,1/31/2023 2:00,4.791767821,12.89763189
1/31/2017 3:00,-7.781,1/31/2018 3:00,-1.9,1/31/2019 3:00,30,1/31/2020 3:00,-2.4,1/31/2021 3:00,8.9,31.01.2022 10:00:00,6.088,1/31/2023 3:00,5.339357695,13.44522176
1/31/2017 4:00,-7.823,1/31/2018 4:00,-2.2,1/31/2019 4:00,30,1/31/2020 4:00,0.7,1/31/2021 4:00,8.2,31.01.2022 11:00:00,7.197,1/31/2023 4:00,3.963004742,12.06886881
1/31/2017 5:00,-7.823,1/31/2018 5:00,-2.7,1/31/2019 5:00,30,1/31/2020 5:00,-2.3,1/31/2021 5:00,8.5,31.01.2022 12:00:00,8.79,1/31/2023 5:00,3.283493728,11.38935779
1/31/2017 6:00,-7.613,1/31/2018 6:00,-1.5,1/31/2019 6:00,30,1/31/2020 6:00,-2.9,1/31/2021 6:00,8.3,31.01.2022 13:00:00,9.171,1/31/2023 6:00,4.084052396,12.18991646
1/31/2017 7:00,-8.173,1/31/2018 7:00,-2,1/31/2019 7:00,30,1/31/2020 7:00,-2.8,1/31/2021 7:00,6.7,31.01.2022 14:00:00,7.852,1/31/2023 7:00,3.872634321,11.97849839
1/31/2017 8:00,-5.776,1/31/2018 8:00,-1.2,1/31/2019 8:00,30,1/31/2020 8:00,0.7,1/31/2021 8:00,7.3,31.01.2022 15:00:00,7.612,1/31/2023 8:00,1.93328338,10.03914745
1/31/2017 9:00,-3.55,1/31/2018 9:00,1.8,1/31/2019 9:00,30,1/31/2020 9:00,5,1/31/2021 9:00,10.2,31.01.2022 16:00:00,6.469,1/31/2023 9:00,4.005950404,12.11181447
1/31/2017 10:00,-3.063,1/31/2018 10:00,4.3,1/31/2019 10:00,30,1/31/2020 10:00,10.3,1/31/2021 10:00,10.6,31.01.2022 17:00:00,3.656,1/31/2023 10:00,6.241338617,14.34720268
1/31/2017 11:00,-2.514,1/31/2018 11:00,6.7,1/31/2019 11:00,30,1/31/2020 11:00,11.9,1/31/2021 11:00,12.2,31.01.2022 18:00:00,3.313,1/31/2023 11:00,6.628954028,14.7348181
1/31/2017 12:00,-1.954,1/31/2018 12:00,8.9,1/31/2019 12:00,30,1/31/2020 12:00,12.4,1/31/2021 12:00,13.8,31.01.2022 19:00:00,3.31,1/31/2023 12:00,7.923117825,16.02898189
1/31/2017 13:00,-1.47,1/31/2018 13:00,9.4,1/31/2019 13:00,30,1/31/2020 13:00,13,1/31/2021 13:00,12.5,31.01.2022 20:00:00,2.376,1/31/2023 13:00,9.491174963,17.59703903
1/31/2017 14:00,-1.054,1/31/2018 14:00,10.4,1/31/2019 14:00,30,1/31/2020 14:00,12.7,1/31/2021 14:00,10.9,31.01.2022 21:00:00,2.166,1/31/2023 14:00,7.851294908,15.95715897
1/31/2017 15:00,-1.092,1/31/2018 15:00,10.2,1/31/2019 15:00,30,1/31/2020 15:00,12.7,1/31/2021 15:00,11.2,31.01.2022 22:00:00,1.019,1/31/2023 15:00,6.432039852,14.53790392
1/31/2017 16:00,-1.397,1/31/2018 16:00,9.4,1/31/2019 16:00,30,1/31/2020 16:00,11.6,1/31/2021 16:00,9.3,31.01.2022 23:00:00,1.823,1/31/2023 16:00,6.146739055,14.25260312
1/31/2017 17:00,-3.066,1/31/2018 17:00,4.5,1/31/2019 17:00,30,1/31/2020 17:00,10.4,1/31/2021 17:00,8,01.02.2022 00:00:00,1.438,1/31/2023 17:00,4.201916491,12.30778056
1/31/2017 18:00,-4.145,1/31/2018 18:00,4.2,1/31/2019 18:00,30,1/31/2020 18:00,9.6,1/31/2021 18:00,7.1,01.02.2022 01:00:00,2.342,1/31/2023 18:00,3.465554855,11.57141892
1/31/2017 19:00,-4.457,1/31/2018 19:00,3.2,1/31/2019 19:00,30,1/31/2020 19:00,9.5,1/31/2021 19:00,7.1,01.02.2022 02:00:00,1.888,1/31/2023 19:00,2.98918822,11.09505229
1/31/2017 20:00,-5.044,1/31/2018 20:00,2.7,1/31/2019 20:00,30,1/31/2020 20:00,8.4,1/31/2021 20:00,6.4,01.02.2022 03:00:00,1.858,1/31/2023 20:00,2.603501715,10.70936578
1/31/2017 21:00,-4.938,1/31/2018 21:00,5.2,1/31/2019 21:00,30,1/31/2020 21:00,8.1,1/31/2021 21:00,6.3,01.02.2022 04:00:00,1.854,1/31/2023 21:00,2.538172708,10.64403677
1/31/2017 22:00,-5.601,1/31/2018 22:00,4.3,1/31/2019 22:00,30,1/31/2020 22:00,8,1/31/2021 22:00,6.1,01.02.2022 05:00:00,2.342,1/31/2023 22:00,2.801619405,10.90748347
1/31/2017 23:00,-6.294,1/31/2018 23:00,4.8,1/31/2019 23:00,30,1/31/2020 23:00,7.8,1/31/2021 23:00,6.1,01.02.2022 06:00:00,1.957,1/31/2023 23:00,2.182408036,10.2882721
2/1/2017 0:00,-5.982,2/1/2018 0:00,4,2/1/2019 0:00,30,2/1/2020 0:00,8,2/1/2021 0:00,6.4,01.02.2022 07:00:00,1.678,2/1/2023 0:00,2.258005018,10.36386909
2/1/2017 1:00,-6.397,2/1/2018 1:00,5.5,2/1/2019 1:00,30,2/1/2020 1:00,7.5,2/1/2021 1:00,6.1,01.02.2022 08:00:00,-0.3,2/1/2023 1:00,2.93712446,11.04298853
2/1/2017 2:00,-6.958,2/1/2018 2:00,5.4,2/1/2019 2:00,30,2/1/2020 2:00,7.2,2/1/2021 2:00,6.2,01.02.2022 09:00:00,-0.052,2/1/2023 2:00,2.405929051,10.51179312
2/1/2017 3:00,-6.474,2/1/2018 3:00,5.4,2/1/2019 3:00,30,2/1/2020 3:00,7.5,2/1/2021 3:00,6.5,01.02.2022 10:00:00,-0.052,2/1/2023 3:00,1.929545177,10.03540924
2/1/2017 4:00,-6.576,2/1/2018 4:00,5,2/1/2019 4:00,30,2/1/2020 4:00,6,2/1/2021 4:00,6.6,01.02.2022 11:00:00,1.057,2/1/2023 4:00,2.049170456,10.15503452
2/1/2017 5:00,-6.508,2/1/2018 5:00,6.5,2/1/2019 5:00,30,2/1/2020 5:00,4.2,2/1/2021 5:00,6.7,01.02.2022 12:00:00,0.916,2/1/2023 5:00,2.027352171,10.13321624
2/1/2017 6:00,-6.264,2/1/2018 6:00,7,2/1/2019 6:00,30,2/1/2020 6:00,3.1,2/1/2021 6:00,5.6,01.02.2022 13:00:00,0.466,2/1/2023 6:00,2.419824972,10.52568904
2/1/2017 7:00,-5.986,2/1/2018 7:00,6,2/1/2019 7:00,30,2/1/2020 7:00,3.6,2/1/2021 7:00,7,01.02.2022 14:00:00,0.745,2/1/2023 7:00,1.352457746,9.458321813
2/1/2017 8:00,-5.532,2/1/2018 8:00,7.1,2/1/2019 8:00,30,2/1/2020 8:00,5.5,2/1/2021 8:00,8.7,01.02.2022 15:00:00,0.848,2/1/2023 8:00,2.746769723,10.85263379
2/1/2017 9:00,-5.044,2/1/2018 9:00,8.8,2/1/2019 9:00,30,2/1/2020 9:00,6.1,2/1/2021 9:00,10.4,01.02.2022 16:00:00,0.364,2/1/2023 9:00,5.206028877,13.31189294
2/1/2017 10:00,-4.316,2/1/2018 10:00,11.1,2/1/2019 10:00,30,2/1/2020 10:00,11.5,2/1/2021 10:00,10.1,01.02.2022 17:00:00,1.332,2/1/2023 10:00,6.709264567,14.81512863
2/1/2017 11:00,-3.066,2/1/2018 11:00,10.8,2/1/2019 11:00,30,2/1/2020 11:00,13,2/1/2021 11:00,12.3,01.02.2022 18:00:00,1.194,2/1/2023 11:00,6.210783919,14.31664799
2/1/2017 12:00,-2.194,2/1/2018 12:00,11,2/1/2019 12:00,30,2/1/2020 12:00,14.9,2/1/2021 12:00,10.5,01.02.2022 19:00:00,1.023,2/1/2023 12:00,8.272014191,16.37787826
2/1/2017 13:00,-0.879,2/1/2018 13:00,10.5,2/1/2019 13:00,30,2/1/2020 13:00,15.4,2/1/2021 13:00,9.2,01.02.2022 20:00:00,0.916,2/1/2023 13:00,6.619559526,14.72542359
2/1/2017 14:00,0.855,2/1/2018 14:00,10.8,2/1/2019 14:00,30,2/1/2020 14:00,16.1,2/1/2021 14:00,8.3,01.02.2022 21:00:00,0.985,2/1/2023 14:00,5.045753621,13.15161769
2/1/2017 15:00,2.204,2/1/2018 15:00,10.3,2/1/2019 15:00,30,2/1/2020 15:00,16.7,2/1/2021 15:00,8.5,01.02.2022 22:00:00,1.751,2/1/2023 15:00,3.961985765,12.06784983
2/1/2017 16:00,0.996,2/1/2018 16:00,10.2,2/1/2019 16:00,30,2/1/2020 16:00,14.2,2/1/2021 16:00,8.4,01.02.2022 23:00:00,0.882,2/1/2023 16:00,3.620349535,11.7262136
2/1/2017 17:00,0.573,2/1/2018 17:00,9.1,2/1/2019 17:00,30,2/1/2020 17:00,11.5,2/1/2021 17:00,7.7,02.02.2022 00:00:00,1.126,2/1/2023 17:00,3.498231172,11.60409524
2/1/2017 18:00,-0.566,2/1/2018 18:00,8.9,2/1/2019 18:00,30,2/1/2020 18:00,10.9,2/1/2021 18:00,6.6,02.02.2022 01:00:00,1.263,2/1/2023 18:00,3.408488362,11.51435243
2/1/2017 19:00,-0.082,2/1/2018 19:00,10.2,2/1/2019 19:00,30,2/1/2020 19:00,10.9,2/1/2021 19:00,6.2,02.02.2022 02:00:00,1.404,2/1/2023 19:00,2.094397287,10.20026135
2/1/2017 20:00,-0.147,2/1/2018 20:00,10.2,2/1/2019 20:00,30,2/1/2020 20:00,10.4,2/1/2021 20:00,7.4,02.02.2022 03:00:00,1.438,2/1/2023 20:00,1.644989648,9.750853715
2/1/2017 21:00,-0.109,2/1/2018 21:00,10.9,2/1/2019 21:00,30,2/1/2020 21:00,10,2/1/2021 21:00,7.5,02.02.2022 04:00:00,1.057,2/1/2023 21:00,3.704273996,11.81013806
2/1/2017 22:00,-0.189,2/1/2018 22:00,10.3,2/1/2019 22:00,30,2/1/2020 22:00,10.1,2/1/2021 22:00,7,02.02.2022 05:00:00,0.051,2/1/2023 22:00,4.035689588,12.14155365
2/1/2017 23:00,-1.435,2/1/2018 23:00,10.5,2/1/2019 23:00,30,2/1/2020 23:00,9.2,2/1/2021 23:00,6.6,02.02.2022 06:00:00,0.047,2/1/2023 23:00,2.976570344,11.08243441
2/2/2017 0:00,-1.332,2/2/2018 0:00,9.7,2/2/2019 0:00,30,2/2/2020 0:00,9,2/2/2021 0:00,7.1,02.02.2022 07:00:00,-0.543,2/2/2023 0:00,3.351943407,11.45780747
2/2/2017 1:00,-1.538,2/2/2018 1:00,9.4,2/2/2019 1:00,30,2/2/2020 1:00,9.5,2/2/2021 1:00,6,02.02.2022 08:00:00,-0.681,2/2/2023 1:00,3.626544842,11.73240891
2/2/2017 2:00,-2.022,2/2/2018 2:00,10.4,2/2/2019 2:00,30,2/2/2020 2:00,8.1,2/2/2021 2:00,5.5,02.02.2022 09:00:00,1.263,2/2/2023 2:00,2.25979909,10.36566316
2/2/2017 3:00,-2.197,2/2/2018 3:00,10.8,2/2/2019 3:00,30,2/2/2020 3:00,7.4,2/2/2021 3:00,4.7,02.02.2022 10:00:00,3.344,2/2/2023 3:00,1.410061471,9.515925538
2/2/2017 4:00,-2.826,2/2/2018 4:00,10.4,2/2/2019 4:00,30,2/2/2020 4:00,5.1,2/2/2021 4:00,4.3,02.02.2022 11:00:00,4.525,2/2/2023 4:00,0.177352626,8.283216693
2/2/2017 5:00,-3.166,2/2/2018 5:00,9.5,2/2/2019 5:00,30,2/2/2020 5:00,3.3,2/2/2021 5:00,4.7,02.02.2022 12:00:00,6.122,2/2/2023 5:00,-0.119915973,7.985948094
2/2/2017 6:00,-3.409,2/2/2018 6:00,8.9,2/2/2019 6:00,30,2/2/2020 6:00,3.3,2/2/2021 6:00,5.1,02.02.2022 13:00:00,6.225,2/2/2023 6:00,0.633509397,8.739373464
2/2/2017 7:00,-3.383,2/2/2018 7:00,8.2,2/2/2019 7:00,30,2/2/2020 7:00,3.1,2/2/2021 7:00,5,02.02.2022 14:00:00,5.459,2/2/2023 7:00,1.034296002,9.140160069
2/2/2017 8:00,-1.085,2/2/2018 8:00,9.2,2/2/2019 8:00,30,2/2/2020 8:00,4.6,2/2/2021 8:00,5.4,02.02.2022 15:00:00,5.322,2/2/2023 8:00,0.675829164,8.781693231
2/2/2017 9:00,0.55,2/2/2018 9:00,10,2/2/2019 9:00,30,2/2/2020 9:00,6.4,2/2/2021 9:00,5.7,02.02.2022 16:00:00,5.147,2/2/2023 9:00,2.179175237,10.2850393
2/2/2017 10:00,3.428,2/2/2018 10:00,12.7,2/2/2019 10:00,30,2/2/2020 10:00,13.7,2/2/2021 10:00,7.3,02.02.2022 17:00:00,4.663,2/2/2023 10:00,2.440637167,10.54650123
2/2/2017 11:00,7.456,2/2/2018 11:00,13,2/2/2019 11:00,30,2/2/2020 11:00,16.4,2/2/2021 11:00,8.2,02.02.2022 18:00:00,4.735,2/2/2023 11:00,3.754290794,11.86015486
2/2/2017 12:00,12.727,2/2/2018 12:00,12.7,2/2/2019 12:00,30,2/2/2020 12:00,16.1,2/2/2021 12:00,9.1,02.02.2022 19:00:00,4.701,2/2/2023 12:00,4.45094849,12.55681256
2/2/2017 13:00,10.924,2/2/2018 13:00,12.6,2/2/2019 13:00,30,2/2/2020 13:00,18.5,2/2/2021 13:00,9.5,02.02.2022 20:00:00,4.628,2/2/2023 13:00,5.417769384,13.52363345
2/2/2017 14:00,10.494,2/2/2018 14:00,12.7,2/2/2019 14:00,30,2/2/2020 14:00,18.2,2/2/2021 14:00,11.1,02.02.2022 21:00:00,4.735,2/2/2023 14:00,5.397305812,13.50316988
2/2/2017 15:00,9.495,2/2/2018 15:00,12,2/2/2019 15:00,30,2/2/2020 15:00,16.6,2/2/2021 15:00,10,02.02.2022 22:00:00,4.11,2/2/2023 15:00,6.721568421,14.82743249
