2017,,2018,,2019,,2020,,2021,,2022,,SARIMA,lower T_mu_actual,upper T_mu_actual
7/20/2017 2:00,17.742,7/20/2018 2:00,17.9,7/20/2019 2:00,15,7/19/2020 2:00,14.7,7/20/2021 2:00,17.6,21.07.2022 15:00:00,31.699,7/20/2023 2:00,13.39379931,21.49966338
7/20/2017 3:00,16.946,7/20/2018 3:00,17.8,7/20/2019 3:00,15.9,7/19/2020 3:00,14.4,7/20/2021 3:00,17.2,21.07.2022 16:00:00,31.314,7/20/2023 3:00,13.32762138,21.43348545
7/20/2017 4:00,15.837,7/20/2018 4:00,17.6,7/20/2019 4:00,14.2,7/19/2020 4:00,13.7,7/20/2021 4:00,17.5,21.07.2022 17:00:00,30.795,7/20/2023 4:00,13.01819556,21.12405963
7/20/2017 5:00,16.359,7/20/2018 5:00,17.4,7/20/2019 5:00,14.7,7/19/2020 5:00,13.8,7/20/2021 5:00,17.6,21.07.2022 18:00:00,29.408,7/20/2023 5:00,14.09699418,22.20285825
7/20/2017 6:00,17.952,7/20/2018 6:00,17.7,7/20/2019 6:00,16.8,7/19/2020 6:00,14.9,7/20/2021 6:00,19.7,21.07.2022 19:00:00,26.878,7/20/2023 6:00,14.39929093,22.505155
7/20/2017 7:00,21.801,7/20/2018 7:00,18.3,7/20/2019 7:00,19.9,7/19/2020 7:00,18.6,7/20/2021 7:00,20.9,21.07.2022 20:00:00,24.903,7/20/2023 7:00,16.25999578,24.36585985
7/20/2017 8:00,24.747,7/20/2018 8:00,19,7/20/2019 8:00,22.3,7/19/2020 8:00,20.1,7/20/2021 8:00,22.9,21.07.2022 21:00:00,21.992,7/20/2023 8:00,17.40310324,25.5089673
7/20/2017 9:00,26.447,7/20/2018 9:00,21.3,7/20/2019 9:00,24.3,7/19/2020 9:00,22.9,7/20/2021 9:00,24.5,21.07.2022 22:00:00,21.054,7/20/2023 9:00,19.09799348,27.20385755
7/20/2017 10:00,27.834,7/20/2018 10:00,25.7,7/20/2019 10:00,26.7,7/19/2020 10:00,23.3,7/20/2021 10:00,26.4,21.07.2022 23:00:00,20.502,7/20/2023 10:00,20.60543489,28.71129896
7/20/2017 11:00,29.743,7/20/2018 11:00,24.9,7/20/2019 11:00,27,7/19/2020 11:00,24.5,7/20/2021 11:00,27.8,22.07.2022 00:00:00,19.08,7/20/2023 11:00,22.10494759,30.21081166
7/20/2017 12:00,30.433,7/20/2018 12:00,27.4,7/20/2019 12:00,28.9,7/19/2020 12:00,24.6,7/20/2021 12:00,28.2,22.07.2022 01:00:00,18.112,7/20/2023 12:00,23.57313391,31.67899797
7/20/2017 13:00,31.996,7/20/2018 13:00,25.9,7/20/2019 13:00,29.8,7/19/2020 13:00,24.4,7/20/2021 13:00,28.7,22.07.2022 02:00:00,17.868,7/20/2023 13:00,23.58124881,31.68711288
7/20/2017 14:00,29.812,7/20/2018 14:00,26.1,7/20/2019 14:00,29.8,7/19/2020 14:00,26,7/20/2021 14:00,28.1,22.07.2022 03:00:00,16.447,7/20/2023 14:00,23.72384812,31.82971219
7/20/2017 15:00,27.903,7/20/2018 15:00,27.6,7/20/2019 15:00,28.9,7/19/2020 15:00,25.6,7/20/2021 15:00,27.3,22.07.2022 04:00:00,16.203,7/20/2023 15:00,23.03653489,31.14239895
7/20/2017 16:00,27.209,7/20/2018 16:00,26.5,7/20/2019 16:00,29.2,7/19/2020 16:00,25.3,7/20/2021 16:00,25.9,22.07.2022 05:00:00,17.384,7/20/2023 16:00,21.9440738,30.04993787
7/20/2017 17:00,27.522,7/20/2018 17:00,26.2,7/20/2019 17:00,28.4,7/19/2020 17:00,24.8,7/20/2021 17:00,25.5,22.07.2022 06:00:00,20.227,7/20/2023 17:00,21.59660484,29.70246891
7/20/2017 18:00,25.959,7/20/2018 18:00,25,7/20/2019 18:00,26.7,7/19/2020 18:00,22.5,7/20/2021 18:00,25.2,22.07.2022 07:00:00,23.448,7/20/2023 18:00,21.29769722,29.40356129
7/20/2017 19:00,24.4,7/20/2018 19:00,22.3,7/20/2019 19:00,25,7/19/2020 19:00,21.4,7/20/2021 19:00,24,22.07.2022 08:00:00,27.396,7/20/2023 19:00,21.00424127,29.11010534
7/20/2017 20:00,21.698,7/20/2018 20:00,20.1,7/20/2019 20:00,23.1,7/19/2020 20:00,18.6,7/20/2021 20:00,23.1,22.07.2022 09:00:00,29.862,7/20/2023 20:00,19.74673303,27.85259709
7/20/2017 21:00,20.97,7/20/2018 21:00,18.8,7/20/2019 21:00,20.8,7/19/2020 21:00,18.2,7/20/2021 21:00,22.3,22.07.2022 10:00:00,31.317,7/20/2023 21:00,19.04685615,27.15272023
7/20/2017 22:00,19.168,7/20/2018 22:00,17.5,7/20/2019 22:00,20.2,7/19/2020 22:00,16.9,7/20/2021 22:00,21.3,22.07.2022 11:00:00,33.604,7/20/2023 22:00,18.16481953,26.27068359
7/20/2017 23:00,17.883,7/20/2018 23:00,16.5,7/20/2019 23:00,18.5,7/19/2020 23:00,16.8,7/20/2021 23:00,21.3,22.07.2022 12:00:00,34.054,7/20/2023 23:00,16.99411192,25.09997599
7/21/2017 0:00,18.024,7/21/2018 0:00,16.7,7/21/2019 0:00,18,7/20/2020 0:00,15.7,7/21/2021 0:00,20.6,22.07.2022 13:00:00,34.469,7/21/2023 0:00,17.4552071,25.56107117
7/21/2017 1:00,16.5,7/21/2018 1:00,15.7,7/21/2019 1:00,17.9,7/20/2020 1:00,15.7,7/21/2021 1:00,19.8,22.07.2022 14:00:00,34.366,7/21/2023 1:00,16.43463554,24.54049961
7/21/2017 2:00,16.774,7/21/2018 2:00,14.4,7/21/2019 2:00,16.9,7/20/2020 2:00,13.7,7/21/2021 2:00,20,22.07.2022 15:00:00,33.326,7/21/2023 2:00,15.58114045,23.68700452
7/21/2017 3:00,15.528,7/21/2018 3:00,13.9,7/21/2019 3:00,16.1,7/20/2020 3:00,12.6,7/21/2021 3:00,20.8,22.07.2022 16:00:00,33.326,7/21/2023 3:00,15.58293686,23.68880093
7/21/2017 4:00,14.175,7/21/2018 4:00,15.1,7/21/2019 4:00,15.4,7/20/2020 4:00,12.9,7/21/2021 4:00,21.6,22.07.2022 17:00:00,31.455,7/21/2023 4:00,16.18176066,24.28762473
7/21/2017 5:00,15.284,7/21/2018 5:00,14.6,7/21/2019 5:00,16.1,7/20/2020 5:00,13.7,7/21/2021 5:00,20.9,22.07.2022 18:00:00,30.658,7/21/2023 5:00,17.63747804,25.74334211
7/21/2017 6:00,17.605,7/21/2018 6:00,18.1,7/21/2019 6:00,18.9,7/20/2020 6:00,17.3,7/21/2021 6:00,21.1,22.07.2022 19:00:00,28.817,7/21/2023 6:00,17.42126358,25.52712765
7/21/2017 7:00,21.595,7/21/2018 7:00,19.8,7/21/2019 7:00,22,7/20/2020 7:00,19.6,7/21/2021 7:00,23.1,22.07.2022 20:00:00,27.053,7/21/2023 7:00,17.60112581,25.70698988
7/21/2017 8:00,23.394,7/21/2018 8:00,22.2,7/21/2019 8:00,25.4,7/20/2020 8:00,22.2,7/21/2021 8:00,23.3,22.07.2022 21:00:00,25.284,7/21/2023 8:00,19.39591938,27.50178345
7/21/2017 9:00,25.235,7/21/2018 9:00,24.9,7/21/2019 9:00,26.6,7/20/2020 9:00,23.6,7/21/2021 9:00,24.4,22.07.2022 22:00:00,23.829,7/21/2023 9:00,19.65151967,27.75738374
7/21/2017 10:00,27.35,7/21/2018 10:00,25.9,7/21/2019 10:00,28,7/20/2020 10:00,25.4,7/21/2021 10:00,25.4,22.07.2022 23:00:00,21.889,7/21/2023 10:00,20.63242307,28.73828714
7/21/2017 11:00,28.909,7/21/2018 11:00,28.6,7/21/2019 11:00,29.3,7/20/2020 11:00,27.1,7/21/2021 11:00,26.3,23.07.2022 00:00:00,20.364,7/21/2023 11:00,21.07936406,29.18522813
7/21/2017 12:00,30.677,7/21/2018 12:00,29.2,7/21/2019 12:00,31.3,7/20/2020 12:00,28.1,7/21/2021 12:00,27.7,23.07.2022 01:00:00,19.774,7/21/2023 12:00,22.31149333,30.4173574
7/21/2017 13:00,32.446,7/21/2018 13:00,31,7/21/2019 13:00,32.4,7/20/2020 13:00,28.7,7/21/2021 13:00,28,23.07.2022 02:00:00,18.874,7/21/2023 13:00,23.27099839,31.37686246
7/21/2017 14:00,32.724,7/21/2018 14:00,31.5,7/21/2019 14:00,32.5,7/20/2020 14:00,29.1,7/21/2021 14:00,27.2,23.07.2022 03:00:00,17.209,7/21/2023 14:00,23.08058743,31.1864515
7/21/2017 15:00,33.071,7/21/2018 15:00,31.7,7/21/2019 15:00,31.2,7/20/2020 15:00,27.2,7/21/2021 15:00,26.3,23.07.2022 04:00:00,18.112,7/21/2023 15:00,22.03355738,30.13942145
7/21/2017 16:00,32.518,7/21/2018 16:00,30.6,7/21/2019 16:00,30.5,7/20/2020 16:00,26.7,7/21/2021 16:00,26.4,23.07.2022 05:00:00,17.556,7/21/2023 16:00,20.95654757,29.06241164
7/21/2017 17:00,32.308,7/21/2018 17:00,30.1,7/21/2019 17:00,30.6,7/20/2020 17:00,25.7,7/21/2021 17:00,25.7,23.07.2022 06:00:00,20.399,7/21/2023 17:00,22.16722825,30.27309231
7/21/2017 18:00,29.881,7/21/2018 18:00,28.2,7/21/2019 18:00,29.7,7/20/2020 18:00,25.4,7/21/2021 18:00,24.5,23.07.2022 07:00:00,23.413,7/21/2023 18:00,21.82068178,29.92654585
7/21/2017 19:00,25.822,7/21/2018 19:00,26.3,7/21/2019 19:00,27.1,7/20/2020 19:00,23.2,7/21/2021 19:00,22.8,23.07.2022 08:00:00,27.674,7/21/2023 19:00,20.25405262,28.35991669
7/21/2017 20:00,24.092,7/21/2018 20:00,24.4,7/21/2019 20:00,23.8,7/20/2020 20:00,20.8,7/21/2021 20:00,21.4,23.07.2022 09:00:00,30.208,7/21/2023 20:00,18.98505122,27.09091528
7/21/2017 21:00,21.767,7/21/2018 21:00,24.2,7/21/2019 21:00,22.8,7/20/2020 21:00,21.1,7/21/2021 21:00,20.3,23.07.2022 10:00:00,31.66,7/21/2023 21:00,17.62928793,25.735152
7/21/2017 22:00,21.938,7/21/2018 22:00,23.6,7/21/2019 22:00,20.6,7/20/2020 22:00,17.6,7/21/2021 22:00,17.8,23.07.2022 11:00:00,32.598,7/21/2023 22:00,16.55086222,24.65672629
7/21/2017 23:00,20.414,7/21/2018 23:00,23.2,7/21/2019 23:00,22,7/20/2020 23:00,18.1,7/21/2021 23:00,16,23.07.2022 12:00:00,34.576,7/21/2023 23:00,13.97927907,22.08514313
7/22/2017 0:00,20.174,7/22/2018 0:00,22.1,7/22/2019 0:00,19.2,7/21/2020 0:00,17.9,7/22/2021 0:00,15.9,23.07.2022 13:00:00,36.238,7/22/2023 0:00,12.50375081,20.60961488
7/22/2017 1:00,18.855,7/22/2018 1:00,19.8,7/22/2019 1:00,19.1,7/21/2020 1:00,17.4,7/22/2021 1:00,14.7,23.07.2022 14:00:00,36.832,7/22/2023 1:00,12.21933574,20.32519981
7/22/2017 2:00,19.271,7/22/2018 2:00,17.8,7/22/2019 2:00,18.6,7/21/2020 2:00,16.1,7/22/2021 2:00,14.6,23.07.2022 15:00:00,34.854,7/22/2023 2:00,11.00490351,19.11076758
7/22/2017 3:00,18.024,7/22/2018 3:00,17.6,7/22/2019 3:00,18,7/21/2020 3:00,14.3,7/22/2021 3:00,14.1,23.07.2022 16:00:00,34.538,7/22/2023 3:00,10.72728177,18.83314583
7/22/2017 4:00,17.087,7/22/2018 4:00,17.4,7/22/2019 4:00,16.6,7/21/2020 4:00,14.1,7/22/2021 4:00,14.1,23.07.2022 17:00:00,34.332,7/22/2023 4:00,9.862551867,17.96841593
7/22/2017 5:00,16.877,7/22/2018 5:00,18,7/22/2019 5:00,17.3,7/21/2020 5:00,15,7/22/2021 5:00,14.3,23.07.2022 18:00:00,32.564,7/22/2023 5:00,10.81135119,18.91721526
7/22/2017 6:00,20.208,7/22/2018 6:00,20.1,7/22/2019 6:00,20.2,7/21/2020 6:00,18.5,7/22/2021 6:00,16.2,23.07.2022 19:00:00,29.237,7/22/2023 6:00,11.51282052,19.61868458
7/22/2017 7:00,23.12,7/22/2018 7:00,24.6,7/22/2019 7:00,23.8,7/21/2020 7:00,20.6,7/22/2021 7:00,20.4,23.07.2022 20:00:00,28.753,7/22/2023 7:00,13.20554954,21.3114136
7/22/2017 8:00,25.925,7/22/2018 8:00,27.2,7/22/2019 8:00,25.8,7/21/2020 8:00,23.4,7/22/2021 8:00,22.5,23.07.2022 21:00:00,28.23,7/22/2023 8:00,16.97536313,25.0812272
7/22/2017 9:00,28.078,7/22/2018 9:00,28.6,7/22/2019 9:00,27.3,7/21/2020 9:00,24.7,7/22/2021 9:00,23.4,23.07.2022 22:00:00,27.712,7/22/2023 9:00,18.95162032,27.05748438
7/22/2017 10:00,30.712,7/22/2018 10:00,29.4,7/22/2019 10:00,29.9,7/21/2020 10:00,26.7,7/22/2021 10:00,25.4,23.07.2022 23:00:00,25.387,7/22/2023 10:00,19.95034753,28.05621159
7/22/2017 11:00,31.649,7/22/2018 11:00,31.4,7/22/2019 11:00,30.9,7/21/2020 11:00,27.3,7/22/2021 11:00,26.1,24.07.2022 00:00:00,26.016,7/22/2023 11:00,21.41102599,29.51689006
7/22/2017 12:00,33.417,7/22/2018 12:00,31.6,7/22/2019 12:00,31,7/21/2020 12:00,28.1,7/22/2021 12:00,26.1,24.07.2022 01:00:00,23.897,7/22/2023 12:00,22.07362326,30.17948732
7/22/2017 13:00,34.633,7/22/2018 13:00,32.5,7/22/2019 13:00,32,7/21/2020 13:00,28.7,7/22/2021 13:00,26.9,24.07.2022 02:00:00,25.631,7/22/2023 13:00,21.90147975,30.00734382
7/22/2017 14:00,35.952,7/22/2018 14:00,32.6,7/22/2019 14:00,32.3,7/21/2020 14:00,29.5,7/22/2021 14:00,26.9,24.07.2022 03:00:00,24.419,7/22/2023 14:00,22.16151835,30.26738241
7/22/2017 15:00,36.645,7/22/2018 15:00,31.8,7/22/2019 15:00,29.2,7/21/2020 15:00,28.4,7/22/2021 15:00,26,24.07.2022 04:00:00,19.705,7/22/2023 15:00,22.03078243,30.13664649
7/22/2017 16:00,36.577,7/22/2018 16:00,30.1,7/22/2019 16:00,25.7,7/21/2020 16:00,28.4,7/22/2021 16:00,25.7,24.07.2022 05:00:00,20.536,7/22/2023 16:00,20.91941983,29.02528389
7/22/2017 17:00,35.571,7/22/2018 17:00,29.1,7/22/2019 17:00,25.5,7/21/2020 17:00,28,7/22/2021 17:00,24.9,24.07.2022 06:00:00,22.236,7/22/2023 17:00,21.41164437,29.51750843
7/22/2017 18:00,32.968,7/22/2018 18:00,27.8,7/22/2019 18:00,23.6,7/21/2020 18:00,27,7/22/2021 18:00,24.7,24.07.2022 07:00:00,27.262,7/22/2023 18:00,20.81498865,28.92085272
7/22/2017 19:00,30.506,7/22/2018 19:00,26.4,7/22/2019 19:00,22.7,7/21/2020 19:00,24.8,7/22/2021 19:00,22.9,24.07.2022 08:00:00,30.624,7/22/2023 19:00,20.08221679,28.18808086
7/22/2017 20:00,27.522,7/22/2018 20:00,25.2,7/22/2019 20:00,21.9,7/21/2020 20:00,22.9,7/22/2021 20:00,20.5,24.07.2022 09:00:00,30.452,7/22/2023 20:00,18.70787306,26.81373713
7/22/2017 21:00,26.999,7/22/2018 21:00,24.2,7/22/2019 21:00,20.2,7/21/2020 21:00,21.3,7/22/2021 21:00,20.6,24.07.2022 10:00:00,31.176,7/22/2023 21:00,16.78366842,24.88953248
7/22/2017 22:00,25.719,7/22/2018 22:00,23.3,7/22/2019 22:00,19.5,7/21/2020 22:00,19.3,7/22/2021 22:00,18.6,24.07.2022 11:00:00,33.638,7/22/2023 22:00,16.57176579,24.67762986
7/22/2017 23:00,26.031,7/22/2018 23:00,23.3,7/22/2019 23:00,18.5,7/21/2020 23:00,20.2,7/22/2021 23:00,16.3,24.07.2022 12:00:00,35.094,7/22/2023 23:00,14.66382785,22.76969191
7/23/2017 0:00,25.544,7/23/2018 0:00,20.7,7/23/2019 0:00,18.8,7/22/2020 0:00,19.2,7/23/2021 0:00,17.7,24.07.2022 13:00:00,36.588,7/23/2023 0:00,12.97374862,21.07961268
7/23/2017 1:00,26.169,7/23/2018 1:00,21.5,7/23/2019 1:00,19,7/22/2020 1:00,18,7/23/2021 1:00,15.2,24.07.2022 14:00:00,36.379,7/23/2023 1:00,13.73007649,21.83594055
7/23/2017 2:00,24.747,7/23/2018 2:00,20.3,7/23/2019 2:00,18.3,7/22/2020 2:00,17.2,7/23/2021 2:00,14.4,24.07.2022 15:00:00,35.094,7/23/2023 2:00,11.28546761,19.39133168
7/23/2017 3:00,21.664,7/23/2018 3:00,19.4,7/23/2019 3:00,18.3,7/22/2020 3:00,16.6,7/23/2021 3:00,13.7,24.07.2022 16:00:00,30.311,7/23/2023 3:00,10.4875087,18.59337277
7/23/2017 4:00,20.833,7/23/2018 4:00,18,7/23/2019 4:00,17.5,7/22/2020 4:00,15,7/23/2021 4:00,14.1,24.07.2022 17:00:00,27.918,7/23/2023 4:00,9.546466742,17.65233081
7/23/2017 5:00,22.666,7/23/2018 5:00,18.5,7/23/2019 5:00,17.3,7/22/2020 5:00,15.4,7/23/2021 5:00,13.9,24.07.2022 18:00:00,23.101,7/23/2023 5:00,10.77277981,18.87864388
7/23/2017 6:00,23.326,7/23/2018 6:00,21.5,7/23/2019 6:00,20.2,7/22/2020 6:00,19.1,7/23/2021 6:00,17.6,24.07.2022 19:00:00,21.645,7/23/2023 6:00,10.93756502,19.04342908
7/23/2017 7:00,26.935,7/23/2018 7:00,24.3,7/23/2019 7:00,22.8,7/22/2020 7:00,21,7/23/2021 7:00,19.7,24.07.2022 20:00:00,21.298,7/23/2023 7:00,14.48658263,22.5924467
7/23/2017 8:00,29.568,7/23/2018 8:00,26.3,7/23/2019 8:00,24.2,7/22/2020 8:00,24.5,7/23/2021 8:00,22.5,24.07.2022 21:00:00,21.401,7/23/2023 8:00,16.46226701,24.56813108
7/23/2017 9:00,31.024,7/23/2018 9:00,25.2,7/23/2019 9:00,25.5,7/22/2020 9:00,27.2,7/23/2021 9:00,25.1,24.07.2022 22:00:00,20.814,7/23/2023 9:00,18.70260755,26.80847162
7/23/2017 10:00,32.274,7/23/2018 10:00,24.5,7/23/2019 10:00,27.3,7/22/2020 10:00,27.6,7/23/2021 10:00,25.8,24.07.2022 23:00:00,19.636,7/23/2023 10:00,21.34771763,29.4535817
7/23/2017 11:00,34.355,7/23/2018 11:00,23.6,7/23/2019 11:00,28.6,7/22/2020 11:00,29.8,7/23/2021 11:00,27.2,25.07.2022 00:00:00,18.005,7/23/2023 11:00,21.78197178,29.88783585
7/23/2017 12:00,35.049,7/23/2018 12:00,23.9,7/23/2019 12:00,29.1,7/22/2020 12:00,30.2,7/23/2021 12:00,28.6,25.07.2022 01:00:00,18.009,7/23/2023 12:00,22.76714986,30.87301393
7/23/2017 13:00,35.464,7/23/2018 13:00,23.1,7/23/2019 13:00,29.9,7/22/2020 13:00,31.1,7/23/2021 13:00,28.8,25.07.2022 02:00:00,18.665,7/23/2023 13:00,24.32630895,32.43217301
7/23/2017 14:00,35.879,7/23/2018 14:00,19.2,7/23/2019 14:00,28.9,7/22/2020 14:00,31,7/23/2021 14:00,30.1,25.07.2022 03:00:00,17.418,7/23/2023 14:00,23.97998249,32.08584655
7/23/2017 15:00,37.095,7/23/2018 15:00,17.4,7/23/2019 15:00,28.6,7/22/2020 15:00,30.3,7/23/2021 15:00,27.7,25.07.2022 04:00:00,17.35,7/23/2023 15:00,24.94447329,33.05033736
7/23/2017 16:00,36.786,7/23/2018 16:00,17.7,7/23/2019 16:00,28.2,7/22/2020 16:00,30.1,7/23/2021 16:00,27.5,25.07.2022 05:00:00,17.418,7/23/2023 16:00,22.40275653,30.5086206
7/23/2017 17:00,36.543,7/23/2018 17:00,19.7,7/23/2019 17:00,26.9,7/22/2020 17:00,29.9,7/23/2021 17:00,27.2,25.07.2022 06:00:00,18.63,7/23/2023 17:00,23.07992728,31.18579135
7/23/2017 18:00,33.49,7/23/2018 18:00,19,7/23/2019 18:00,27.6,7/22/2020 18:00,28.8,7/23/2021 18:00,26.2,25.07.2022 07:00:00,22.407,7/23/2023 18:00,22.61448543,30.72034949
7/23/2017 19:00,30.33,7/23/2018 19:00,17.7,7/23/2019 19:00,25.7,7/22/2020 19:00,26.3,7/23/2021 19:00,24.1,25.07.2022 08:00:00,24.244,7/23/2023 19:00,21.80271753,29.9085816
7/23/2017 20:00,28.215,7/23/2018 20:00,16.8,7/23/2019 20:00,25.2,7/22/2020 20:00,24.6,7/23/2021 20:00,22,25.07.2022 09:00:00,26.39,7/23/2023 20:00,19.66874816,27.77461223
7/23/2017 21:00,27.8,7/23/2018 21:00,17.3,7/23/2019 21:00,25.4,7/22/2020 21:00,23.7,7/23/2021 21:00,20.4,25.07.2022 10:00:00,28.958,7/23/2023 21:00,17.86770509,25.97356916
7/23/2017 22:00,27.141,7/23/2018 22:00,16.9,7/23/2019 22:00,24.4,7/22/2020 22:00,22.5,7/23/2021 22:00,18.8,25.07.2022 11:00:00,31.005,7/23/2023 22:00,16.5666179,24.67248197
7/23/2017 23:00,26.066,7/23/2018 23:00,16.7,7/23/2019 23:00,24,7/22/2020 23:00,21.1,7/23/2021 23:00,18.1,25.07.2022 12:00:00,31.314,7/23/2023 23:00,14.68470378,22.79056785
7/24/2017 0:00,24.507,7/24/2018 0:00,16.7,7/24/2019 0:00,24.2,7/23/2020 0:00,19.7,7/24/2021 0:00,18.5,25.07.2022 13:00:00,32.042,7/24/2023 0:00,14.37875545,22.48461952
7/24/2017 1:00,30,7/24/2018 1:00,16.9,7/24/2019 1:00,24.5,7/23/2020 1:00,19.8,7/24/2021 1:00,18.6,25.07.2022 14:00:00,31.802,7/24/2023 1:00,14.48783129,22.59369536
7/24/2017 2:00,30,7/24/2018 2:00,16.7,7/24/2019 2:00,23.6,7/23/2020 2:00,19.2,7/24/2021 2:00,15.9,25.07.2022 15:00:00,31.001,7/24/2023 2:00,14.13537234,22.24123641
7/24/2017 3:00,30,7/24/2018 3:00,16.8,7/24/2019 3:00,22.1,7/23/2020 3:00,18.8,7/24/2021 3:00,15,25.07.2022 16:00:00,30.967,7/24/2023 3:00,12.04729672,20.15316079
7/24/2017 4:00,30,7/24/2018 4:00,16.8,7/24/2019 4:00,20.7,7/23/2020 4:00,17.1,7/24/2021 4:00,15.7,25.07.2022 17:00:00,30.136,7/24/2023 4:00,10.7236872,18.82955127
7/24/2017 5:00,30,7/24/2018 5:00,16.8,7/24/2019 5:00,20.2,7/23/2020 5:00,17.9,7/24/2021 5:00,15.6,25.07.2022 18:00:00,29.442,7/24/2023 5:00,12.10497484,20.2108389
7/24/2017 6:00,30,7/24/2018 6:00,17.1,7/24/2019 6:00,21.2,7/23/2020 6:00,22,7/24/2021 6:00,17.4,25.07.2022 19:00:00,27.293,7/24/2023 6:00,12.65299285,20.75885691
7/24/2017 7:00,30,7/24/2018 7:00,18.1,7/24/2019 7:00,24,7/23/2020 7:00,23.4,7/24/2021 7:00,19.9,25.07.2022 20:00:00,24.694,7/24/2023 7:00,14.34120089,22.44706496
7/24/2017 8:00,30,7/24/2018 8:00,19.5,7/24/2019 8:00,25.2,7/23/2020 8:00,26.5,7/24/2021 8:00,23.2,25.07.2022 21:00:00,21.645,7/24/2023 8:00,16.59119122,24.69705529
7/24/2017 9:00,30,7/24/2018 9:00,30,7/24/2019 9:00,26.1,7/23/2020 9:00,28.1,7/24/2021 9:00,22.8,25.07.2022 22:00:00,21.611,7/24/2023 9:00,19.6645227,27.77038677
7/24/2017 10:00,30,7/24/2018 10:00,22.4,7/24/2019 10:00,25.2,7/23/2020 10:00,29.8,7/24/2021 10:00,25.5,25.07.2022 23:00:00,19.842,7/24/2023 10:00,19.17096611,27.27683018
7/24/2017 11:00,30,7/24/2018 11:00,23.5,7/24/2019 11:00,26.9,7/23/2020 11:00,30.5,7/24/2021 11:00,27.1,26.07.2022 00:00:00,18.836,7/24/2023 11:00,21.23644493,29.34230899
7/24/2017 12:00,30,7/24/2018 12:00,22.4,7/24/2019 12:00,28.5,7/23/2020 12:00,33.3,7/24/2021 12:00,29,26.07.2022 01:00:00,18.802,7/24/2023 12:00,22.88060419,30.98646826
7/24/2017 13:00,30,7/24/2018 13:00,19.6,7/24/2019 13:00,28.8,7/23/2020 13:00,33.5,7/24/2021 13:00,29.4,26.07.2022 02:00:00,17.38,7/24/2023 13:00,24.21868048,32.32454455
7/24/2017 14:00,30,7/24/2018 14:00,20.4,7/24/2019 14:00,27.6,7/23/2020 14:00,33.5,7/24/2021 14:00,29.4,26.07.2022 03:00:00,17.277,7/24/2023 14:00,24.83455303,32.94041709
7/24/2017 15:00,30,7/24/2018 15:00,21.1,7/24/2019 15:00,27.9,7/23/2020 15:00,32.1,7/24/2021 15:00,28.8,26.07.2022 04:00:00,16.344,7/24/2023 15:00,24.28991424,32.39577831
7/24/2017 16:00,30,7/24/2018 16:00,22.3,7/24/2019 16:00,27.3,7/23/2020 16:00,31.8,7/24/2021 16:00,28.6,26.07.2022 05:00:00,17.14,7/24/2023 16:00,23.38123125,31.48709532
7/24/2017 17:00,30,7/24/2018 17:00,22.6,7/24/2019 17:00,27,7/23/2020 17:00,30.7,7/24/2021 17:00,28.1,26.07.2022 06:00:00,18.386,7/24/2023 17:00,24.04626868,32.15213274
7/24/2017 18:00,30,7/24/2018 18:00,22.5,7/24/2019 18:00,26.2,7/23/2020 18:00,26.2,7/24/2021 18:00,26.9,26.07.2022 07:00:00,23.448,7/24/2023 18:00,23.78311434,31.8889784
7/24/2017 19:00,30,7/24/2018 19:00,20,7/24/2019 19:00,24.3,7/23/2020 19:00,22.8,7/24/2021 19:00,24.5,26.07.2022 09:00:00,28.924,7/24/2023 19:00,22.38587576,30.49173983
7/24/2017 20:00,30,7/24/2018 20:00,18.9,7/24/2019 20:00,22.2,7/23/2020 20:00,20.5,7/24/2021 20:00,22.6,26.07.2022 10:00:00,30.795,7/24/2023 20:00,19.97421692,28.08008099
7/24/2017 21:00,30,7/24/2018 21:00,18.9,7/24/2019 21:00,22.6,7/23/2020 21:00,20.4,7/24/2021 21:00,20.7,26.07.2022 11:00:00,32.632,7/24/2023 21:00,18.93563108,27.04149514
7/24/2017 22:00,30,7/24/2018 22:00,18.5,7/24/2019 22:00,20.2,7/23/2020 22:00,19.8,7/24/2021 22:00,21.5,26.07.2022 12:00:00,34.679,7/24/2023 22:00,16.53739642,24.64326049
7/24/2017 23:00,30,7/24/2018 23:00,18.2,7/24/2019 23:00,21.2,7/23/2020 23:00,19.1,7/24/2021 23:00,19.8,26.07.2022 13:00:00,36.066,7/24/2023 23:00,17.15837034,25.2642344
7/25/2017 0:00,30,7/25/2018 0:00,18.5,7/25/2019 0:00,19.5,7/24/2020 0:00,18.9,7/25/2021 0:00,18.7,26.07.2022 14:00:00,35.891,7/25/2023 0:00,15.90321035,24.00907442
7/25/2017 1:00,30,7/25/2018 1:00,18,7/25/2019 1:00,19.2,7/24/2020 1:00,17.8,7/25/2021 1:00,18.7,26.07.2022 15:00:00,34.542,7/25/2023 1:00,14.67616098,22.78202504
7/25/2017 2:00,30,7/25/2018 2:00,18,7/25/2019 2:00,18.8,7/24/2020 2:00,17.9,7/25/2021 2:00,15.4,26.07.2022 16:00:00,33.985,7/25/2023 2:00,14.45187142,22.55773549
7/25/2017 3:00,30,7/25/2018 3:00,17.8,7/25/2019 3:00,19.8,7/24/2020 3:00,16.6,7/25/2021 3:00,15.5,26.07.2022 17:00:00,33.741,7/25/2023 3:00,11.28383491,19.38969898
